Nr.,x1,x2,y1,y2,z1,z2,z3,z4,U1,U2,Zeit
2808,"-2,8","4,9","-5,2","4,6","-166,4","-225,2","-183,2","-236,4","-0,1676","-0,2155","1,404"
2809,"-2,8","5,2","-5,5","4,6","-169,2","-225,2","-177,6","-236,4","-0,1676","-0,2130","1,4045"
2810,"-2,8","5,2","-4,9","4,6","-166,4","-225,2","-177,6","-239,2","-0,1651","-0,2105","1,405"
2811,"-2,8","5,2","-5,2","4,6","-169,2","-225,2","-180,4","-239,2","-0,1625","-0,2130","1,4055"
2812,"-2,8","4,9","-4,9","4,6","-169,2","-230,8","-180,4","-236,4","-0,1625","-0,2105","1,406"
2813,"-3,2","4,6","-4,9","4,6","-166,4","-225,2","-180,4","-233,6","-0,1651","-0,2105","1,4065"
2814,"-3,2","5,2","-5,2","4,9","-169,2","-225,2","-183,2","-236,4","-0,1676","-0,2105","1,407"
2815,"-3,2","5,2","-5,2","4,9","-163,6","-228,0","-180,4","-236,4","-0,1625","-0,2130","1,4075"
2816,"-2,8","5,2","-5,2","4,9","-166,4","-228,0","-180,4","-236,4","-0,1651","-0,2105","1,408"
2817,"-2,8","5,6","-4,9","4,6","-169,2","-225,2","-180,4","-236,4","-0,1651","-0,2130","1,4085"
2818,"-3,2","5,2","-5,2","4,9","-169,2","-228,0","-183,2","-236,4","-0,1625","-0,2079","1,409"
2819,"-2,5","5,6","-5,2","4,6","-166,4","-225,2","-183,2","-236,4","-0,1625","-0,2130","1,4095"
2820,"-2,8","4,9","-5,2","4,6","-169,2","-225,2","-183,2","-230,8","-0,1651","-0,2105","1,41"
2821,"-2,5","5,6","-5,2","4,6","-169,2","-228,0","-183,2","-239,2","-0,1625","-0,2105","1,4105"
2822,"-2,8","5,2","-5,2","4,9","-169,2","-225,2","-186,0","-239,2","-0,1625","-0,2130","1,411"
2823,"-2,8","5,6","-4,9","4,6","-169,2","-225,2","-183,2","-239,2","-0,1625","-0,2130","1,4115"
2824,"-2,5","4,6","-5,2","4,9","-169,2","-228,0","-183,2","-239,2","-0,1625","-0,2105","1,412"
2825,"-2,5","5,6","-5,2","4,9","-169,2","-219,6","-183,2","-236,4","-0,1651","-0,2155","1,4125"
2826,"-2,5","5,6","-5,2","4,6","-166,4","-219,6","-183,2","-239,2","-0,1651","-0,2130","1,413"
2827,"-2,5","5,6","-5,2","4,6","-166,4","-228,0","-183,2","-239,2","-0,1625","-0,2130","1,4135"
2828,"-2,5","5,9","-5,2","5,2","-166,4","-225,2","-183,2","-236,4","-0,1651","-0,2130","1,414"
2829,"-2,2","5,6","-4,9","4,9","-172,0","-225,2","-183,2","-233,6","-0,1600","-0,2105","1,4145"
2830,"-2,2","5,6","-4,9","4,9","-169,2","-225,2","-183,2","-233,6","-0,1625","-0,2105","1,415"
2831,"-2,2","5,9","-5,2","4,9","-169,2","-228,0","-180,4","-236,4","-0,1625","-0,2130","1,4155"
2832,"-2,5","5,9","-5,2","4,9","-166,4","-222,4","-183,2","-233,6","-0,1651","-0,2105","1,416"
2833,"-2,2","5,9","-5,2","4,9","-166,4","-225,2","-180,4","-233,6","-0,1625","-0,2130","1,4165"
2834,"-2,2","5,9","-5,2","4,2","-169,2","-225,2","-183,2","-236,4","-0,1651","-0,2130","1,417"
2835,"-2,2","5,9","-5,2","4,6","-166,4","-228,0","-186,0","-236,4","-0,1625","-0,2130","1,4175"
2836,"-2,2","5,9","-5,2","4,6","-166,4","-228,0","-183,2","-236,4","-0,1575","-0,2130","1,418"
2837,"-2,2","4,6","-5,2","4,9","-169,2","-225,2","-180,4","-233,6","-0,1651","-0,2130","1,4185"
2838,"-1,8","5,9","-5,5","4,2","-163,6","-225,2","-180,4","-236,4","-0,1651","-0,2130","1,419"
2839,"-2,2","5,9","-5,2","4,9","-169,2","-225,2","-180,4","-233,6","-0,1651","-0,2130","1,4195"
2840,"-2,5","5,9","-4,9","4,6","-166,4","-225,2","-183,2","-233,6","-0,1625","-0,2105","1,42"
2841,"-2,5","5,6","-4,5","4,6","-169,2","-225,2","-183,2","-236,4","-0,1625","-0,2130","1,4205"
2842,"-2,2","5,6","-5,2","4,6","-166,4","-228,0","-180,4","-230,8","-0,1651","-0,2130","1,421"
2843,"-2,5","5,9","-5,2","4,2","-166,4","-228,0","-186,0","-230,8","-0,1550","-0,2130","1,4215"
2844,"-2,5","5,6","-5,2","4,2","-169,2","-225,2","-180,4","-239,2","-0,1651","-0,2130","1,422"
2845,"-2,5","5,6","-5,2","4,9","-174,8","-225,2","-180,4","-239,2","-0,1651","-0,2130","1,4225"
2846,"-2,8","4,9","-5,2","4,6","-172,0","-225,2","-186,0","-236,4","-0,1625","-0,2130","1,423"
2847,"-2,5","5,6","-4,9","4,6","-166,4","-222,4","-183,2","-233,6","-0,1625","-0,2155","1,4235"
2848,"-2,8","5,6","-4,9","4,6","-166,4","-225,2","-180,4","-236,4","-0,1625","-0,2079","1,424"
2849,"-2,2","5,2","-5,2","4,2","-166,4","-222,4","-183,2","-239,2","-0,1651","-0,2130","1,4245"
2850,"-5,2","5,2","-5,2","4,9","-169,2","-225,2","-183,2","-233,6","-0,1625","-0,2130","1,425"
2851,"-2,8","5,9","-5,2","4,6","-166,4","-225,2","-183,2","-236,4","-0,1651","-0,2105","1,4255"
2852,"-3,2","5,2","-5,2","4,9","-169,2","-225,2","-183,2","-233,6","-0,1625","-0,2130","1,426"
2853,"-3,2","5,6","-4,9","4,6","-166,4","-222,4","-180,4","-233,6","-0,1701","-0,2130","1,4265"
2854,"-2,5","5,2","-5,2","4,9","-169,2","-228,0","-183,2","-233,6","-0,1625","-0,2105","1,427"
2855,"-3,2","5,2","-5,2","4,2","-166,4","-225,2","-183,2","-236,4","-0,1625","-0,2130","1,4275"
2856,"-2,8","4,9","-4,9","4,6","-169,2","-228,0","-180,4","-233,6","-0,1625","-0,2105","1,428"
2857,"-2,8","5,2","-4,9","4,6","-166,4","-225,2","-183,2","-236,4","-0,1651","-0,2155","1,4285"
2858,"-3,2","5,2","-4,9","4,9","-169,2","-225,2","-183,2","-236,4","-0,1625","-0,2130","1,429"
2859,"-2,8","5,2","-4,9","4,6","-166,4","-225,2","-180,4","-236,4","-0,1651","-0,2130","1,4295"
2860,"-2,8","5,6","-5,5","4,2","-166,4","-228,0","-183,2","-236,4","-0,1651","-0,2130","1,43"
2861,"-2,8","5,2","-5,2","4,6","-166,4","-225,2","-183,2","-239,2","-0,1651","-0,2155","1,4305"
2862,"-2,5","5,6","-5,2","4,6","-166,4","-222,4","-183,2","-239,2","-0,1651","-0,2130","1,431"
2863,"-2,8","5,2","-5,5","4,2","-169,2","-225,2","-183,2","-239,2","-0,1625","-0,2105","1,4315"
2864,"-2,8","5,6","-4,5","4,6","-172,0","-225,2","-180,4","-233,6","-0,1625","-0,2130","1,432"
2865,"-2,5","5,9","-5,2","4,9","-166,4","-225,2","-177,6","-236,4","-0,1625","-0,2155","1,4325"
2866,"-1,8","5,6","-5,2","4,9","-166,4","-222,4","-180,4","-239,2","-0,1651","-0,2130","1,433"
2867,"-2,5","5,6","-4,9","4,9","-166,4","-225,2","-183,2","-236,4","-0,1600","-0,2105","1,4335"
2868,"-2,2","5,6","-5,2","4,6","-169,2","-225,2","-180,4","-236,4","-0,1651","-0,2130","1,434"
2869,"-2,5","5,6","-5,5","4,6","-169,2","-225,2","-180,4","-236,4","-0,1701","-0,2105","1,4345"
2870,"-2,5","5,2","-5,2","4,6","-169,2","-225,2","-180,4","-233,6","-0,1625","-0,2155","1,435"
2871,"-2,5","5,6","-5,2","4,2","-166,4","-225,2","-180,4","-233,6","-0,1625","-0,2130","1,4355"
2872,"-2,2","6,9","-4,9","4,6","-166,4","-225,2","-183,2","-228,0","-0,1651","-0,2130","1,436"
2873,"-2,5","5,6","-5,5","4,6","-172,0","-225,2","-183,2","-233,6","-0,1651","-0,2105","1,4365"
2874,"-2,2","5,6","-5,2","3,2","-169,2","-230,8","-183,2","-233,6","-0,1625","-0,2105","1,437"
2875,"-2,5","5,6","-4,9","5,2","-166,4","-216,8","-180,4","-239,2","-0,1625","-0,2155","1,4375"
2876,"-2,2","5,9","-5,2","4,6","-166,4","-225,2","-180,4","-236,4","-0,1625","-0,2130","1,438"
2877,"-2,2","6,2","-5,2","4,9","-166,4","-225,2","-180,4","-236,4","-0,1651","-0,2130","1,4385"
2878,"-2,2","5,9","-5,2","4,6","-169,2","-228,0","-183,2","-233,6","-0,1651","-0,2130","1,439"
2879,"-2,5","5,9","-4,5","4,2","-166,4","-225,2","-183,2","-233,6","-0,1625","-0,2130","1,4395"
2880,"-2,2","5,9","-4,9","3,6","-166,4","-222,4","-183,2","-236,4","-0,1651","-0,2105","1,44"
2881,"-2,2","5,6","-5,5","4,2","-169,2","-225,2","-183,2","-233,6","-0,1625","-0,2130","1,4405"
2882,"-2,2","5,9","-4,9","4,9","-166,4","-225,2","-183,2","-236,4","-0,1651","-0,2130","1,441"
2883,"-2,5","5,6","-5,2","4,9","-169,2","-228,0","-172,0","-236,4","-0,1625","-0,2155","1,4415"
2884,"-2,5","5,6","-5,2","4,9","-169,2","-225,2","-180,4","-239,2","-0,1651","-0,2155","1,442"
2885,"-2,2","5,6","-5,2","4,9","-169,2","-228,0","-177,6","-236,4","-0,1651","-0,2105","1,4425"
2886,"-2,5","5,6","-5,9","4,9","-169,2","-225,2","-183,2","-242,0","-0,1651","-0,2130","1,443"
2887,"-2,5","5,6","-4,9","4,6","-169,2","-225,2","-183,2","-233,6","-0,1676","-0,2105","1,4435"
2888,"-2,5","4,6","-4,2","4,9","-166,4","-225,2","-183,2","-236,4","-0,1651","-0,2130","1,444"
2889,"-2,8","5,6","-4,9","4,9","-169,2","-225,2","-180,4","-239,2","-0,1651","-0,2130","1,4445"
2890,"-2,8","5,2","-4,5","4,9","-169,2","-225,2","-180,4","-236,4","-0,1625","-0,2105","1,445"
2891,"-2,8","5,2","-5,2","4,6","-169,2","-225,2","-183,2","-236,4","-0,1625","-0,2130","1,4455"
2892,"-2,8","5,2","-5,2","4,9","-169,2","-225,2","-183,2","-236,4","-0,1676","-0,2105","1,446"
2893,"-2,5","5,2","-5,2","4,6","-166,4","-225,2","-186,0","-239,2","-0,1651","-0,2105","1,4465"
2894,"-2,8","5,2","-4,9","4,2","-163,6","-225,2","-180,4","-233,6","-0,1651","-0,2130","1,447"
2895,"-2,5","5,2","-5,5","4,6","-166,4","-225,2","-183,2","-230,8","-0,1625","-0,2105","1,4475"
2896,"-2,8","4,9","-5,2","4,9","-169,2","-225,2","-183,2","-236,4","-0,1625","-0,2105","1,448"
2897,"-2,8","5,2","-5,2","5,9","-169,2","-205,6","-183,2","-239,2","-0,1651","-0,2130","1,4485"
2898,"-2,8","5,2","-5,2","4,9","-166,4","-225,2","-180,4","-233,6","-0,1651","-0,2155","1,449"
2899,"-2,8","5,2","-5,2","4,9","-169,2","-225,2","-183,2","-233,6","-0,1625","-0,2105","1,4495"
2900,"-2,5","4,9","-4,9","4,9","-169,2","-225,2","-183,2","-239,2","-0,1651","-0,2130","1,45"
2901,"-2,5","5,6","-5,2","3,9","-166,4","-230,8","-183,2","-236,4","-0,1651","-0,2130","1,4505"
2902,"-2,8","5,6","-5,2","4,6","-169,2","-228,0","-183,2","-239,2","-0,1651","-0,2130","1,451"
2903,"-2,8","5,6","-5,2","4,9","-166,4","-225,2","-183,2","-236,4","-0,1651","-0,2130","1,4515"
2904,"-2,5","5,6","-5,2","4,6","-166,4","-228,0","-183,2","-233,6","-0,1651","-0,2130","1,452"
2905,"-2,5","5,2","-4,9","4,2","-160,8","-228,0","-183,2","-236,4","-0,1651","-0,2155","1,4525"
2906,"-2,5","5,2","-4,9","4,2","-166,4","-225,2","-180,4","-236,4","-0,1676","-0,2130","1,453"
2907,"-2,8","5,2","-5,2","4,9","-166,4","-225,2","-177,6","-239,2","-0,1625","-0,2105","1,4535"
2908,"-2,5","5,6","-5,2","4,6","-169,2","-228,0","-180,4","-236,4","-0,1651","-0,2155","1,454"
2909,"-2,8","5,6","-4,9","4,9","-166,4","-225,2","-183,2","-236,4","-0,1651","-0,2130","1,4545"
2910,"-2,5","5,6","-4,9","4,6","-169,2","-225,2","-180,4","-239,2","-0,1651","-0,2130","1,455"
2911,"-2,2","5,6","-4,9","4,2","-166,4","-225,2","-180,4","-233,6","-0,1625","-0,2155","1,4555"
2912,"-2,5","5,6","-5,2","4,6","-169,2","-225,2","-183,2","-233,6","-0,1651","-0,2130","1,456"
2913,"-2,5","5,9","-5,2","4,2","-166,4","-225,2","-183,2","-233,6","-0,1651","-0,2105","1,4565"
2914,"-2,5","5,9","-4,9","4,6","-166,4","-228,0","-183,2","-239,2","-0,1625","-0,2105","1,457"
2915,"-2,5","5,6","-5,2","4,6","-169,2","-228,0","-180,4","-236,4","-0,1651","-0,2130","1,4575"
2916,"-1,8","5,6","-5,5","4,9","-166,4","-225,2","-183,2","-233,6","-0,1651","-0,2130","1,458"
2917,"-2,5","5,9","-5,2","4,2","-169,2","-228,0","-186,0","-233,6","-0,1651","-0,2105","1,4585"
2918,"-2,2","5,9","-5,2","4,6","-166,4","-225,2","-180,4","-233,6","-0,1625","-0,2130","1,459"
2919,"-2,2","5,9","-4,9","4,6","-166,4","-228,0","-180,4","-236,4","-0,1651","-0,2155","1,4595"
2920,"-2,2","5,9","-5,2","4,6","-166,4","-225,2","-180,4","-236,4","-0,1625","-0,2130","1,46"
2921,"-2,5","5,9","-5,2","4,6","-169,2","-222,4","-183,2","-233,6","-0,1651","-0,2130","1,4605"
2922,"-2,2","5,9","-5,2","4,9","-169,2","-225,2","-180,4","-233,6","-0,1651","-0,2105","1,461"
2923,"-2,5","5,6","-4,9","4,6","-169,2","-225,2","-183,2","-236,4","-0,1625","-0,2180","1,4615"
2924,"-2,5","5,9","-4,5","4,6","-166,4","-225,2","-186,0","-236,4","-0,1625","-0,2105","1,462"
2925,"-2,5","5,9","-5,2","4,2","-169,2","-225,2","-180,4","-236,4","-0,1651","-0,2105","1,4625"
2926,"-2,5","5,9","-5,2","4,6","-169,2","-225,2","-180,4","-236,4","-0,1651","-0,2130","1,463"
2927,"-3,8","5,9","-5,2","4,9","-169,2","-228,0","-183,2","-236,4","-0,1625","-0,2130","1,4635"
2928,"-2,5","5,6","-5,2","4,6","-166,4","-225,2","-183,2","-236,4","-0,1651","-0,2130","1,464"
2929,"-2,5","5,6","-4,9","4,6","-169,2","-225,2","-183,2","-236,4","-0,1625","-0,2130","1,4645"
2930,"-2,5","5,6","-5,2","4,6","-169,2","-225,2","-183,2","-233,6","-0,1651","-0,2130","1,465"
2931,"-2,8","4,9","-4,9","4,6","-169,2","-225,2","-180,4","-239,2","-0,1625","-0,2105","1,4655"
2932,"-2,8","5,2","-5,2","4,6","-166,4","-225,2","-183,2","-239,2","-0,1625","-0,2130","1,466"
2933,"-2,5","5,6","-5,2","4,6","-169,2","-225,2","-177,6","-236,4","-0,1625","-0,2130","1,4665"
2934,"-2,5","5,6","-5,2","4,9","-169,2","-225,2","-180,4","-233,6","-0,1625","-0,2155","1,467"
2935,"-2,8","4,9","-5,2","4,6","-166,4","-225,2","-183,2","-239,2","-0,1625","-0,2130","1,4675"
2936,"-2,5","4,6","-5,2","4,6","-169,2","-225,2","-183,2","-236,4","-0,1651","-0,2130","1,468"
2937,"-2,8","5,2","-5,2","4,9","-166,4","-225,2","-180,4","-233,6","-0,1625","-0,2231","1,4685"
2938,"-2,8","5,2","-5,2","4,2","-169,2","-225,2","-183,2","-236,4","-0,1625","-0,2130","1,469"
2939,"-2,8","5,6","-5,2","4,9","-169,2","-225,2","-180,4","-236,4","-0,1625","-0,2105","1,4695"
2940,"-2,8","2,9","-5,2","4,6","-166,4","-225,2","-183,2","-239,2","-0,1651","-0,2155","1,47"
2941,"-2,5","5,2","-5,2","4,9","-169,2","-225,2","-183,2","-236,4","-0,1625","-0,2130","1,4705"
2942,"-2,8","5,2","-5,2","4,9","-166,4","-225,2","-180,4","-236,4","-0,1625","-0,2105","1,471"
2943,"-2,8","5,2","-4,9","4,2","-169,2","-228,0","-180,4","-236,4","-0,1651","-0,2155","1,4715"
2944,"-2,5","5,2","-4,9","4,6","-166,4","-225,2","-183,2","-236,4","-0,1651","-0,2130","1,472"
2945,"-2,5","5,6","-4,9","4,9","-166,4","-228,0","-180,4","-239,2","-0,1651","-0,2054","1,4725"
2946,"-2,5","5,6","-4,9","4,9","-169,2","-228,0","-180,4","-236,4","-0,1625","-0,2130","1,473"
2947,"-2,5","5,2","-5,2","4,6","-169,2","-225,2","-183,2","-233,6","-0,1625","-0,2130","1,4735"
2948,"-2,5","5,2","-5,2","4,9","-169,2","-228,0","-180,4","-236,4","-0,1651","-0,2105","1,474"
2949,"-2,5","5,6","-5,2","4,6","-166,4","-225,2","-183,2","-233,6","-0,1625","-0,2105","1,4745"
2950,"-2,5","5,6","-4,9","4,6","-166,4","-225,2","-183,2","-236,4","-0,1651","-0,2105","1,475"
2951,"-2,5","5,6","-4,9","4,9","-169,2","-225,2","-183,2","-239,2","-0,1625","-0,2105","1,4755"
2952,"-2,5","5,6","-4,9","4,2","-166,4","-222,4","-183,2","-233,6","-0,1651","-0,2130","1,476"
2953,"-2,5","5,6","-5,2","4,2","-166,4","-222,4","-186,0","-230,8","-0,1651","-0,2130","1,4765"
2954,"-2,5","5,9","-5,2","4,6","-174,8","-225,2","-180,4","-233,6","-0,1651","-0,2079","1,477"
2955,"-2,2","5,6","-5,2","4,2","-169,2","-228,0","-183,2","-233,6","-0,1625","-0,2155","1,4775"
2956,"-2,5","5,6","-5,2","4,6","-166,4","-228,0","-183,2","-236,4","-0,1625","-0,2130","1,478"
2957,"-2,5","5,9","-4,9","4,2","-166,4","-225,2","-183,2","-230,8","-0,1625","-0,2105","1,4785"
2958,"-2,5","5,6","-5,5","4,9","-166,4","-225,2","-183,2","-239,2","-0,1651","-0,2130","1,479"
2959,"-2,5","5,6","-5,2","4,9","-163,6","-222,4","-180,4","-236,4","-0,1625","-0,2155","1,4795"
2960,"-2,5","5,6","-5,2","4,2","-169,2","-225,2","-180,4","-233,6","-0,1651","-0,2130","1,48"
2961,"-2,5","5,9","-5,2","4,6","-169,2","-222,4","-183,2","-236,4","-0,1651","-0,2130","1,4805"
2962,"-2,5","5,6","-4,9","4,2","-169,2","-225,2","-180,4","-236,4","-0,1651","-0,2155","1,481"
2963,"-2,5","5,6","-4,9","4,6","-169,2","-222,4","-183,2","-230,8","-0,1651","-0,2105","1,4815"
2964,"-2,5","5,6","-5,2","4,6","-169,2","-225,2","-183,2","-233,6","-0,1625","-0,2130","1,482"
2965,"-2,5","5,6","-5,2","4,9","-166,4","-225,2","-180,4","-236,4","-0,1625","-0,2130","1,4825"
2966,"-2,8","5,6","-5,2","4,6","-166,4","-225,2","-183,2","-233,6","-0,1625","-0,2105","1,483"
2967,"-2,5","5,6","-4,9","4,2","-169,2","-230,8","-183,2","-233,6","-0,1651","-0,2105","1,4835"
2968,"-2,2","5,6","-5,2","4,6","-169,2","-225,2","-186,0","-236,4","-0,1651","-0,2130","1,484"
2969,"-2,5","5,6","-4,9","4,6","-169,2","-225,2","-183,2","-233,6","-0,1651","-0,2130","1,4845"
2970,"-2,5","5,6","-4,9","4,6","-169,2","-228,0","-183,2","-233,6","-0,1651","-0,2130","1,485"
2971,"-2,5","5,2","-4,9","4,6","-169,2","-225,2","-183,2","-236,4","-0,1625","-0,2105","1,4855"
2972,"-2,5","5,9","-5,2","4,6","-166,4","-225,2","-183,2","-233,6","-0,1651","-0,2105","1,486"
2973,"-2,5","5,9","-4,9","4,6","-169,2","-222,4","-183,2","-233,6","-0,1651","-0,2079","1,4865"
2974,"-2,2","5,6","-4,9","4,6","-169,2","-225,2","-183,2","-236,4","-0,1625","-0,2155","1,487"
2975,"-3,2","5,6","-4,9","4,2","-163,6","-225,2","-183,2","-236,4","-0,1625","-0,2105","1,4875"
2976,"-2,8","5,6","-5,2","4,6","-172,0","-225,2","-183,2","-236,4","-0,1651","-0,2155","1,488"
2977,"-3,2","5,6","-4,9","4,6","-169,2","-225,2","-183,2","-236,4","-0,1651","-0,2155","1,4885"
2978,"-2,8","5,6","-4,9","4,6","-169,2","-225,2","-183,2","-236,4","-0,1625","-0,2155","1,489"
2979,"-2,5","5,6","-4,9","4,6","-169,2","-233,6","-180,4","-239,2","-0,1625","-0,2130","1,4895"
2980,"-2,5","5,2","-5,2","4,6","-166,4","-228,0","-183,2","-239,2","-0,1651","-0,2105","1,49"
2981,"-2,8","5,2","-4,9","4,6","-169,2","-225,2","-180,4","-236,4","-0,1651","-0,2105","1,4905"
2982,"-2,8","5,6","-4,9","4,2","-169,2","-225,2","-183,2","-236,4","-0,1625","-0,2130","1,491"
2983,"-2,5","5,2","-5,2","4,6","-166,4","-222,4","-183,2","-239,2","-0,1701","-0,2130","1,4915"
2984,"-2,5","5,6","-5,2","4,6","-169,2","-225,2","-183,2","-233,6","-0,1651","-0,2105","1,492"
2985,"-2,8","5,6","-4,9","4,9","-166,4","-225,2","-183,2","-233,6","-0,1625","-0,2130","1,4925"
2986,"-2,8","5,2","-4,9","4,6","-169,2","-225,2","-180,4","-233,6","-0,1651","-0,2130","1,493"
2987,"-2,8","5,2","-5,2","4,2","-166,4","-225,2","-180,4","-236,4","-0,1625","-0,2130","1,4935"
2988,"-2,5","5,6","-4,9","4,2","-166,4","-225,2","-183,2","-236,4","-0,1676","-0,2155","1,494"
2989,"-2,8","5,2","-5,2","4,9","-169,2","-228,0","-186,0","-233,6","-0,1651","-0,2206","1,4945"
2990,"-2,5","5,6","-4,9","4,2","-169,2","-228,0","-180,4","-236,4","-0,1651","-0,2130","1,495"
2991,"-2,5","5,6","-4,9","4,9","-169,2","-225,2","-183,2","-233,6","-0,1651","-0,2105","1,4955"
2992,"-2,5","5,6","-4,9","4,6","-169,2","-225,2","-183,2","-239,2","-0,1651","-0,2130","1,496"
2993,"-2,8","5,6","-5,2","4,6","-169,2","-222,4","-183,2","-233,6","-0,1651","-0,2130","1,4965"
2994,"-2,5","5,6","-4,9","4,2","-169,2","-225,2","-180,4","-239,2","-0,1625","-0,2130","1,497"
2995,"-2,5","5,6","-5,2","3,2","-166,4","-222,4","-183,2","-236,4","-0,1625","-0,2130","1,4975"
2996,"-2,8","5,6","-5,2","4,6","-169,2","-228,0","-183,2","-236,4","-0,1752","-0,2105","1,498"
2997,"-2,5","5,9","-4,9","4,9","-166,4","-225,2","-183,2","-233,6","-0,1651","-0,2130","1,4985"
2998,"-2,2","5,6","-4,9","4,6","-169,2","-225,2","-183,2","-233,6","-0,1625","-0,2105","1,499"
2999,"-2,5","5,6","-5,2","4,6","-169,2","-228,0","-183,2","-236,4","-0,1625","-0,2105","1,4995"
3000,"-2,2","5,6","-4,9","4,6","-169,2","-228,0","-180,4","-236,4","-0,1651","-0,2130","1,5"
3001,"-2,5","5,6","-4,9","4,6","-169,2","-225,2","-180,4","-236,4","-0,1651","-0,2155","1,5005"
3002,"-2,2","5,9","-5,2","4,6","-166,4","-225,2","-183,2","-239,2","-0,1651","-0,2105","1,501"
3003,"-2,5","5,2","-4,9","4,6","-166,4","-225,2","-183,2","-244,8","-0,1625","-0,2105","1,5015"
3004,"-2,5","4,2","-4,9","4,2","-169,2","-222,4","-183,2","-233,6","-0,1651","-0,2105","1,502"
3005,"-2,5","5,6","-5,2","4,9","-166,4","-230,8","-177,6","-236,4","-0,1651","-0,2130","1,5025"
3006,"-2,2","5,9","-5,2","4,6","-169,2","-228,0","-183,2","-236,4","-0,1651","-0,2105","1,503"
3007,"-3,5","5,6","-4,9","4,2","-166,4","-228,0","-183,2","-236,4","-0,1651","-0,2105","1,5035"
3008,"-2,5","5,2","-5,2","4,6","-152,4","-225,2","-183,2","-236,4","-0,1651","-0,2079","1,504"
3009,"-2,8","5,6","-5,2","4,6","-169,2","-222,4","-180,4","-236,4","-0,1625","-0,2105","1,5045"
3010,"-2,2","5,6","-4,9","4,2","-166,4","-222,4","-183,2","-230,8","-0,1651","-0,2130","1,505"
3011,"-0,8","5,2","-5,9","4,6","-169,2","-225,2","-180,4","-239,2","-0,1651","-0,2155","1,5055"
3012,"-2,5","5,6","-4,9","4,2","-163,6","-225,2","-183,2","-236,4","-0,1625","-0,2130","1,506"
3013,"-2,5","6,6","-5,2","4,9","-166,4","-219,6","-183,2","-239,2","-0,1625","-0,2130","1,5065"
3014,"-2,5","5,6","-4,9","4,6","-166,4","-225,2","-183,2","-239,2","-0,1625","-0,2130","1,507"
3015,"-2,5","5,6","-5,2","4,6","-169,2","-225,2","-180,4","-233,6","-0,1625","-0,2130","1,5075"
3016,"-2,2","4,9","-5,2","4,6","-169,2","-222,4","-180,4","-233,6","-0,1651","-0,2155","1,508"
3017,"-2,2","5,6","-5,2","4,6","-169,2","-222,4","-180,4","-236,4","-0,1651","-0,2130","1,5085"
3018,"-2,2","5,2","-4,9","4,9","-169,2","-228,0","-180,4","-236,4","-0,1651","-0,2130","1,509"
3019,"-2,5","5,2","-5,2","4,2","-166,4","-225,2","-180,4","-236,4","-0,1651","-0,2130","1,5095"
3020,"-2,5","5,6","-5,2","4,9","-163,6","-228,0","-183,2","-233,6","-0,1625","-0,2130","1,51"
3021,"-2,5","5,2","-4,9","4,2","-166,4","-225,2","-180,4","-233,6","-0,1625","-0,2130","1,5105"
3022,"-2,2","5,2","-4,5","4,6","-166,4","-228,0","-183,2","-239,2","-0,1651","-0,2130","1,511"
3023,"-2,5","4,9","-5,2","4,2","-166,4","-230,8","-183,2","-236,4","-0,1651","-0,2130","1,5115"
3024,"-2,8","5,2","-5,2","4,6","-169,2","-228,0","-183,2","-236,4","-0,1651","-0,2054","1,512"
3025,"-2,5","5,2","-5,2","4,2","-169,2","-228,0","-180,4","-233,6","-0,1625","-0,2105","1,5125"
3026,"-2,5","5,2","-4,9","4,6","-169,2","-225,2","-183,2","-236,4","-0,1625","-0,2130","1,513"
3027,"-2,8","5,2","-4,9","4,6","-166,4","-225,2","-183,2","-236,4","-0,1625","-0,2130","1,5135"
3028,"-2,5","5,2","-4,9","4,6","-169,2","-228,0","-180,4","-236,4","-0,1676","-0,2130","1,514"
3029,"-2,5","5,6","-4,9","4,6","-166,4","-228,0","-183,2","-242,0","-0,1625","-0,2130","1,5145"
3030,"-2,8","5,6","-5,2","4,6","-172,0","-216,8","-183,2","-236,4","-0,1651","-0,2054","1,515"
3031,"-2,8","5,2","-4,9","4,2","-166,4","-225,2","-183,2","-239,2","-0,1625","-0,2105","1,5155"
3032,"-2,8","5,6","-5,2","4,6","-169,2","-228,0","-183,2","-239,2","-0,1625","-0,2155","1,516"
3033,"-2,8","5,6","-5,2","4,6","-166,4","-225,2","-183,2","-233,6","-0,1651","-0,2130","1,5165"
3034,"-2,8","6,6","-5,2","4,6","-169,2","-225,2","-183,2","-239,2","-0,1651","-0,2130","1,517"
3035,"-2,5","5,9","-5,2","4,9","-169,2","-228,0","-180,4","-236,4","-0,1651","-0,2105","1,5175"
3036,"-1,2","5,2","-4,9","4,6","-169,2","-228,0","-183,2","-236,4","-0,1651","-0,2180","1,518"
3037,"-2,5","5,6","-4,9","4,2","-158,0","-225,2","-180,4","-233,6","-0,1651","-0,2105","1,5185"
3038,"-2,5","5,6","-5,2","4,9","-166,4","-225,2","-180,4","-233,6","-0,1676","-0,2079","1,519"
3039,"-2,2","5,6","-5,2","4,6","-174,8","-225,2","-180,4","-236,4","-0,1651","-0,2130","1,5195"
3040,"-2,5","5,2","-4,9","4,9","-166,4","-222,4","-183,2","-236,4","-0,1625","-0,2155","1,52"
3041,"-2,5","5,9","-5,2","4,9","-169,2","-225,2","-183,2","-233,6","-0,1600","-0,2105","1,5205"
