Nr.,x1,x2,y1,y2,z1,z2,z3,z4,U1,U2,Zeit
861,"0,9","3,6","-0,1","2,9","60,4","-15,2","-37,6","57,6","-0,0314","0,0493","0,4305"
862,"0,9","3,6","0,2","2,5","57,6","-15,2","-32,0","54,8","-0,0314","0,0468","0,431"
863,"0,9","3,9","-0,1","2,5","57,6","-12,4","-34,8","52,0","-0,0314","0,0468","0,4315"
864,"1,2","3,6","-0,1","2,5","60,4","-12,4","-34,8","52,0","-0,0314","0,0468","0,432"
865,"1,2","3,9","0,2","2,9","57,6","-15,2","-37,6","52,0","-0,0288","0,0493","0,4325"
866,"0,9","3,9","-0,1","2,5","57,6","-15,2","-34,8","52,0","-0,0314","0,0468","0,433"
867,"0,9","3,6","-0,1","2,9","57,6","-12,4","-37,6","54,8","-0,0238","0,0468","0,4335"
868,"0,5","3,2","-0,1","2,9","60,4","-12,4","-32,0","52,0","-0,0339","0,0468","0,434"
869,"0,5","3,6","-0,1","2,5","57,6","-9,6","-37,6","54,8","-0,0314","0,0468","0,4345"
870,"0,9","4,2","-0,1","2,9","60,4","-15,2","-37,6","52,0","-0,0314","0,0493","0,435"
871,"0,9","3,6","-0,1","2,9","57,6","-12,4","-34,8","52,0","-0,0314","0,0468","0,4355"
872,"0,9","3,9","-0,1","3,6","57,6","-12,4","-32,0","54,8","-0,0314","0,0468","0,436"
873,"0,9","3,6","-0,5","2,9","57,6","-12,4","-34,8","52,0","-0,0339","0,0468","0,4365"
874,"0,9","3,2","-0,1","2,9","60,4","-12,4","-34,8","54,8","-0,0339","0,0493","0,437"
875,"0,9","3,2","-0,8","3,6","60,4","-18,0","-37,6","54,8","-0,0314","0,0468","0,4375"
876,"0,9","3,6","-0,5","3,2","60,4","-15,2","-34,8","54,8","-0,0339","0,0493","0,438"
877,"0,9","3,2","-0,1","2,9","60,4","-9,6","-37,6","52,0","-0,0314","0,0468","0,4385"
878,"0,9","3,2","-0,5","3,6","60,4","-12,4","-37,6","54,8","-0,0314","0,0493","0,439"
879,"0,9","3,2","0,2","3,6","57,6","-15,2","-34,8","54,8","-0,0339","0,0493","0,4395"
880,"0,5","3,2","0,2","3,2","60,4","-12,4","-37,6","54,8","-0,0314","0,0468","0,44"
881,"0,9","4,2","-0,1","3,6","57,6","-9,6","-37,6","52,0","-0,0314","0,0493","0,4405"
882,"0,9","2,9","-0,5","3,2","60,4","-12,4","-34,8","54,8","-0,0314","0,0493","0,441"
883,"0,5","3,2","-0,5","3,6","63,2","-12,4","-34,8","52,0","-0,0314","0,0519","0,4415"
884,"0,5","2,9","-1,2","3,2","63,2","-12,4","-37,6","54,8","-0,0288","0,0493","0,442"
885,"0,5","3,2","-0,1","3,2","54,8","-9,6","-34,8","54,8","-0,0314","0,0493","0,4425"
886,"0,9","3,6","-0,5","3,6","60,4","-9,6","-34,8","52,0","-0,0314","0,0493","0,443"
887,"0,9","3,6","-0,5","3,6","63,2","-15,2","-34,8","52,0","-0,0314","0,0493","0,4435"
888,"0,5","2,9","-0,1","3,6","60,4","-9,6","-34,8","54,8","-0,0314","0,0493","0,444"
889,"0,5","3,6","-0,1","3,2","63,2","-9,6","-32,0","60,4","-0,0314","0,0493","0,4445"
890,"0,5","0,9","-0,5","3,2","60,4","-12,4","-32,0","57,6","-0,0288","0,0468","0,445"
891,"0,5","2,9","-0,1","3,2","63,2","-12,4","-37,6","52,0","-0,0314","0,0493","0,4455"
892,"0,2","3,2","-0,5","3,2","63,2","-12,4","-34,8","57,6","-0,0339","0,0493","0,446"
893,"0,2","2,5","-0,5","2,5","60,4","-12,4","-37,6","54,8","-0,0314","0,0493","0,4465"
894,"0,5","2,9","-0,5","3,9","60,4","-9,6","-37,6","57,6","-0,0339","0,0519","0,447"
895,"0,5","2,9","-0,5","3,6","63,2","-12,4","-37,6","57,6","-0,0339","0,0519","0,4475"
896,"0,5","2,5","-0,5","3,6","63,2","-12,4","-37,6","54,8","-0,0314","0,0493","0,448"
897,"0,2","2,5","-0,8","3,2","60,4","-9,6","-34,8","54,8","-0,0288","0,0519","0,4485"
898,"0,5","2,5","-0,8","3,6","66,0","-12,4","-34,8","54,8","-0,0339","0,0519","0,449"
899,"0,2","2,5","-0,8","3,9","60,4","-9,6","-29,2","54,8","-0,0339","0,0519","0,4495"
900,"0,2","2,5","-0,8","3,9","63,2","-12,4","-37,6","54,8","-0,0314","0,0493","0,45"
901,"0,2","2,2","-0,5","3,9","63,2","-12,4","-37,6","57,6","-0,0314","0,0519","0,4505"
902,"0,2","2,5","-0,8","3,6","63,2","-12,4","-34,8","54,8","-0,0314","0,0493","0,451"
903,"0,2","2,5","-0,5","3,6","63,2","-12,4","-32,0","57,6","-0,0314","0,0519","0,4515"
904,"0,2","2,5","-0,8","3,6","63,2","-9,6","-34,8","57,6","-0,0314","0,0519","0,452"
905,"0,5","2,2","-0,5","4,2","66,0","-15,2","-32,0","57,6","-0,0314","0,0519","0,4525"
906,"-0,5","2,2","-0,8","3,6","63,2","-9,6","-34,8","57,6","-0,0339","0,0544","0,453"
907,"0,2","1,9","-0,8","3,9","66,0","-18,0","-34,8","54,8","-0,0314","0,0519","0,4535"
908,"0,2","1,9","-0,8","3,6","63,2","-15,2","-34,8","54,8","-0,0339","0,0519","0,454"
909,"0,2","2,9","-0,8","2,9","66,0","-9,6","-29,2","57,6","-0,0314","0,0544","0,4545"
910,"0,2","1,9","-1,2","3,9","63,2","-9,6","-32,0","60,4","-0,0314","0,0519","0,455"
911,"-0,1","1,9","-0,8","3,9","66,0","-9,6","-32,0","57,6","-0,0314","0,0519","0,4555"
912,"-0,1","2,2","-0,8","3,6","63,2","-15,2","-37,6","60,4","-0,0314","0,0519","0,456"
913,"-0,1","1,9","-0,8","4,2","63,2","-9,6","-32,0","57,6","-0,0288","0,0544","0,4565"
914,"-0,1","1,2","-1,2","3,9","66,0","-12,4","-32,0","60,4","-0,0314","0,0519","0,457"
915,"0,2","2,2","-0,8","3,9","63,2","-9,6","-34,8","57,6","-0,0288","0,0519","0,4575"
916,"0,2","2,2","-0,8","3,9","63,2","-15,2","-37,6","63,2","-0,0339","0,0519","0,458"
917,"-0,1","1,9","-0,8","3,9","63,2","-9,6","-34,8","57,6","-0,0314","0,0544","0,4585"
918,"-0,5","1,9","-0,8","3,9","66,0","-9,6","-34,8","57,6","-0,0288","0,0519","0,459"
919,"-0,1","2,2","-0,8","4,2","60,4","-12,4","-34,8","57,6","-0,0339","0,0519","0,4595"
920,"-0,1","1,9","-0,8","4,6","63,2","-9,6","-37,6","57,6","-0,0314","0,0544","0,46"
921,"-0,5","1,5","-1,2","4,2","66,0","-9,6","-34,8","57,6","-0,0288","0,0544","0,4605"
922,"-0,1","1,5","-1,2","3,9","63,2","-15,2","-34,8","57,6","-0,0288","0,0544","0,461"
923,"-0,1","1,9","-1,2","4,2","66,0","-15,2","-34,8","57,6","-0,0314","0,0519","0,4615"
924,"-0,5","1,9","-1,2","4,6","66,0","-15,2","-34,8","57,6","-0,0314","0,0544","0,462"
925,"-0,5","1,9","-1,2","4,2","66,0","-15,2","-37,6","60,4","-0,0288","0,0544","0,4625"
926,"-0,8","1,5","-0,8","4,2","66,0","-9,6","-34,8","57,6","-0,0314","0,0519","0,463"
927,"-0,5","1,2","-1,2","2,2","66,0","-6,8","-37,6","57,6","-0,0314","0,0544","0,4635"
928,"-0,5","1,5","-1,8","4,2","66,0","-9,6","-32,0","60,4","-0,0314","0,0544","0,464"
929,"-0,5","1,2","-1,2","3,6","57,6","-9,6","-34,8","57,6","-0,0339","0,0544","0,4645"
930,"-0,8","1,5","-1,2","3,9","63,2","-12,4","-37,6","60,4","-0,0339","0,0544","0,465"
931,"-0,5","1,2","-1,2","4,2","68,8","-15,2","-34,8","57,6","-0,0314","0,0544","0,4655"
932,"-0,5","1,2","-1,2","4,2","66,0","-15,2","-34,8","57,6","-0,0314","0,0519","0,466"
933,"-0,5","1,5","-1,2","4,2","66,0","-12,4","-34,8","57,6","-0,0314","0,0519","0,4665"
934,"-0,5","1,2","-1,2","3,9","66,0","-12,4","-34,8","60,4","-0,0339","0,0544","0,467"
935,"-0,5","1,5","-1,2","4,6","66,0","-12,4","-37,6","57,6","-0,0314","0,0519","0,4675"
936,"-0,5","0,9","-1,2","4,6","66,0","-15,2","-37,6","57,6","-0,0339","0,0519","0,468"
937,"-0,8","1,5","-1,2","4,2","66,0","-18,0","-37,6","57,6","-0,0314","0,0519","0,4685"
938,"-0,8","0,9","-1,2","3,9","63,2","-15,2","-37,6","60,4","-0,0339","0,0519","0,469"
939,"-0,8","0,9","-1,2","4,2","63,2","-15,2","-34,8","57,6","-0,0288","0,0493","0,4695"
940,"-0,8","0,9","-1,2","4,2","66,0","-12,4","-37,6","57,6","-0,0339","0,0519","0,47"
941,"-0,5","0,9","-1,2","4,2","63,2","-9,6","-37,6","57,6","-0,0339","0,0493","0,4705"
942,"-0,8","1,2","-1,8","4,2","66,0","-15,2","-37,6","57,6","-0,0364","0,0493","0,471"
943,"-0,8","0,5","-1,5","4,2","63,2","-15,2","-37,6","60,4","-0,0314","0,0493","0,4715"
944,"-0,8","0,9","-1,8","4,6","66,0","-15,2","-37,6","57,6","-0,0314","0,0493","0,472"
945,"-1,2","0,9","-1,5","4,2","66,0","-15,2","-34,8","57,6","-0,0364","0,0493","0,4725"
946,"-1,2","0,9","-1,8","4,2","66,0","-12,4","-37,6","54,8","-0,0339","0,0519","0,473"
947,"-1,2","0,5","-1,2","4,6","66,0","-15,2","-37,6","54,8","-0,0389","0,0519","0,4735"
948,"-1,2","0,5","-2,2","4,2","66,0","-15,2","-37,6","54,8","-0,0339","0,0519","0,474"
949,"-0,8","0,5","-1,5","4,6","66,0","-18,0","-37,6","54,8","-0,0339","0,0519","0,4745"
950,"-0,8","0,5","-1,8","4,6","60,4","-12,4","-40,4","54,8","-0,0314","0,0493","0,475"
951,"-0,8","0,5","-2,2","4,2","66,0","-15,2","-40,4","49,2","-0,0314","0,0493","0,4755"
952,"-1,8","0,5","-2,2","4,6","63,2","-15,2","-37,6","54,8","-0,0339","0,0493","0,476"
953,"-1,2","0,5","-1,8","4,6","66,0","-18,0","-34,8","54,8","-0,0339","0,0493","0,4765"
954,"-0,8","0,5","-2,2","4,2","66,0","-18,0","-40,4","54,8","-0,0339","0,0493","0,477"
955,"-1,2","0,5","-1,5","4,2","66,0","-12,4","-37,6","54,8","-0,0339","0,0468","0,4775"
956,"-1,2","0,5","-1,8","4,6","63,2","-15,2","-40,4","54,8","-0,0364","0,0468","0,478"
957,"-1,2","0,2","-2,5","4,6","63,2","-12,4","-40,4","54,8","-0,0339","0,0468","0,4785"
958,"-1,2","0,2","-1,8","4,2","63,2","-18,0","-40,4","52,0","-0,0415","0,0493","0,479"
959,"-1,5","0,5","-2,2","4,6","63,2","-15,2","-37,6","54,8","-0,0364","0,0468","0,4795"
960,"-1,5","0,2","-1,8","4,9","63,2","-15,2","-37,6","52,0","-0,0339","0,0468","0,48"
961,"-1,8","0,2","-2,5","4,2","63,2","-15,2","-40,4","54,8","-0,0339","0,0468","0,4805"
962,"-1,8","-0,8","-2,2","4,2","66,0","-15,2","-37,6","52,0","-0,0339","0,0493","0,481"
963,"-1,5","0,5","-2,5","4,6","63,2","-12,4","-40,4","46,4","-0,0339","0,0493","0,4815"
964,"-2,5","0,2","-1,8","4,2","63,2","-15,2","-40,4","52,0","-0,0364","0,0468","0,482"
965,"-1,8","0,2","-2,2","4,6","63,2","-15,2","-40,4","52,0","-0,0364","0,0468","0,4825"
966,"-1,8","0,5","-2,2","4,6","63,2","-15,2","-43,2","52,0","-0,0364","0,0468","0,483"
967,"-1,5","0,2","-2,5","4,6","63,2","-18,0","-40,4","49,2","-0,0364","0,0443","0,4835"
968,"-1,2","0,2","-2,5","5,2","66,0","-15,2","-40,4","52,0","-0,0364","0,0468","0,484"
969,"-1,8","0,2","-2,2","4,6","66,0","-12,4","-40,4","49,2","-0,0364","0,0468","0,4845"
970,"-2,2","1,5","-2,5","4,2","66,0","-18,0","-40,4","49,2","-0,0364","0,0443","0,485"
971,"-2,2","-0,1","-2,5","4,6","63,2","-18,0","-43,2","52,0","-0,0389","0,0468","0,4855"
972,"-1,2","0,2","-2,8","4,9","63,2","-18,0","-40,4","49,2","-0,0364","0,0443","0,486"
973,"-1,8","0,2","-2,2","4,6","68,8","-15,2","-40,4","49,2","-0,0389","0,0468","0,4865"
974,"-1,2","-0,1","-2,5","3,9","63,2","-18,0","-43,2","52,0","-0,0364","0,0443","0,487"
975,"-2,5","0,2","-2,5","4,2","63,2","-18,0","-40,4","54,8","-0,0364","0,0468","0,4875"
976,"-2,2","-0,1","-2,5","4,6","63,2","-20,8","-43,2","49,2","-0,0389","0,0443","0,488"
977,"-1,8","-0,1","-5,2","4,6","63,2","-20,8","-40,4","49,2","-0,0389","0,0468","0,4885"
978,"-1,8","0,2","-2,5","4,2","63,2","-15,2","-43,2","49,2","-0,0389","0,0418","0,489"
979,"-1,8","0,2","-2,8","4,2","63,2","-18,0","-43,2","49,2","-0,0389","0,0443","0,4895"
980,"-2,2","-0,1","-3,2","4,6","60,4","-18,0","-46,0","40,8","-0,0389","0,0443","0,49"
981,"-2,2","-0,1","-2,8","4,6","60,4","-18,0","-40,4","46,4","-0,0389","0,0443","0,4905"
982,"-1,8","-0,1","-2,5","4,6","63,2","-20,8","-43,2","46,4","-0,0389","0,0418","0,491"
983,"-2,2","-0,1","-4,2","4,6","63,2","-18,0","-43,2","49,2","-0,0415","0,0443","0,4915"
984,"-1,8","-0,1","-2,8","4,2","60,4","-23,6","-43,2","49,2","-0,0389","0,0418","0,492"
985,"-2,2","-0,5","-2,8","4,6","63,2","-20,8","-43,2","46,4","-0,0389","0,0418","0,4925"
986,"-2,2","0,2","-2,5","4,2","63,2","-18,0","-43,2","46,4","-0,0415","0,0393","0,493"
987,"-1,8","-0,5","-2,5","4,2","63,2","-20,8","-43,2","43,6","-0,0415","0,0418","0,4935"
988,"-1,8","-0,1","-2,8","4,6","60,4","-23,6","-43,2","46,4","-0,0415","0,0418","0,494"
989,"-1,8","0,5","-3,2","4,6","60,4","-20,8","-46,0","46,4","-0,0389","0,0393","0,4945"
990,"-2,5","-0,1","-2,8","4,2","63,2","-20,8","-43,2","43,6","-0,0415","0,0393","0,495"
991,"-2,5","-0,1","-2,8","4,2","60,4","-23,6","-46,0","43,6","-0,0389","0,0393","0,4955"
992,"-2,2","-0,5","-3,2","4,6","60,4","-20,8","-46,0","43,6","-0,0389","0,0393","0,496"
993,"-2,5","-0,5","-2,8","4,2","57,6","-20,8","-43,2","43,6","-0,0415","0,0393","0,4965"
994,"-1,8","-0,1","-3,5","4,6","63,2","-20,8","-46,0","43,6","-0,0415","0,0393","0,497"
995,"-2,2","-0,1","-2,8","4,6","60,4","-23,6","-46,0","40,8","-0,0389","0,0393","0,4975"
996,"-1,8","-0,1","-2,8","4,6","63,2","-23,6","-46,0","43,6","-0,0465","0,0367","0,498"
997,"-2,2","-0,1","-3,2","4,9","57,6","-18,0","-46,0","40,8","-0,0440","0,0367","0,4985"
998,"-2,2","0,2","-3,2","4,6","63,2","-23,6","-51,6","40,8","-0,0415","0,0393","0,499"
999,"-2,2","-0,1","-3,2","4,6","60,4","-20,8","-48,8","40,8","-0,0415","0,0367","0,4995"
1000,"-1,8","-0,5","-3,5","4,2","60,4","-23,6","-48,8","40,8","-0,0415","0,0367","0,5"
1001,"-1,8","-0,1","-3,2","4,6","57,6","-23,6","-48,8","40,8","-0,0440","0,0342","0,5005"
1002,"-2,2","-0,1","-3,2","4,2","60,4","-26,4","-48,8","40,8","-0,0415","0,0393","0,501"
1003,"-1,8","-0,1","-3,2","4,6","57,6","-23,6","-48,8","38,0","-0,0440","0,0367","0,5015"
1004,"-2,2","-0,5","-2,8","4,9","57,6","-26,4","-46,0","38,0","-0,0415","0,0367","0,502"
1005,"-2,5","-0,1","-3,2","4,6","57,6","-23,6","-46,0","38,0","-0,0440","0,0393","0,5025"
1006,"-2,2","-0,1","-3,2","4,2","57,6","-23,6","-48,8","40,8","-0,0415","0,0342","0,503"
1007,"-2,2","-0,1","-3,5","4,6","57,6","-23,6","-48,8","40,8","-0,0440","0,0342","0,5035"
1008,"-2,2","-0,1","-3,5","4,6","57,6","-23,6","-48,8","35,2","-0,0440","0,0367","0,504"
1009,"-2,2","-0,1","-3,2","4,9","57,6","-26,4","-51,6","40,8","-0,0465","0,0367","0,5045"
1010,"-2,5","-0,5","-3,2","5,6","57,6","-26,4","-48,8","38,0","-0,0440","0,0342","0,505"
1011,"-2,2","-0,1","-3,2","4,6","57,6","-26,4","-51,6","40,8","-0,0465","0,0342","0,5055"
1012,"-1,8","0,2","-3,2","4,6","57,6","-23,6","-51,6","38,0","-0,0415","0,0342","0,506"
1013,"-2,2","-0,1","-3,2","4,6","57,6","-23,6","-48,8","38,0","-0,0440","0,0342","0,5065"
1014,"-2,2","-0,5","-3,2","4,6","54,8","-26,4","-51,6","35,2","-0,0440","0,0342","0,507"
1015,"-2,5","-0,1","-3,5","4,2","60,4","-26,4","-51,6","38,0","-0,0465","0,0317","0,5075"
1016,"-2,2","-0,5","-3,2","4,6","57,6","-26,4","-51,6","38,0","-0,0440","0,0342","0,508"
1017,"-2,5","-0,1","-3,2","4,6","57,6","-26,4","-51,6","32,4","-0,0465","0,0342","0,5085"
1018,"-2,2","-0,5","-3,2","4,6","57,6","-29,2","-51,6","35,2","-0,0465","0,0317","0,509"
1019,"-2,2","-0,5","-3,2","5,2","54,8","-29,2","-51,6","32,4","-0,0465","0,0317","0,5095"
1020,"-2,2","-0,5","-2,8","4,9","54,8","-26,4","-54,4","35,2","-0,0465","0,0292","0,51"
1021,"-2,5","-0,1","-3,2","4,6","57,6","-26,4","-48,8","35,2","-0,0465","0,0317","0,5105"
1022,"-2,5","-0,1","-3,2","4,6","54,8","-26,4","-51,6","32,4","-0,0465","0,0317","0,511"
1023,"-2,2","-0,5","-3,2","4,6","57,6","-32,0","-54,4","35,2","-0,0465","0,0317","0,5115"
1024,"-2,2","0,2","-2,8","4,6","52,0","-29,2","-51,6","29,6","-0,0490","0,0317","0,512"
1025,"-2,2","-0,1","-2,8","4,6","54,8","-29,2","-54,4","29,6","-0,0465","0,0292","0,5125"
1026,"-2,5","-0,1","-2,8","4,2","54,8","-29,2","-51,6","29,6","-0,0490","0,0266","0,513"
1027,"-2,5","-0,1","-3,2","4,6","52,0","-32,0","-54,4","35,2","-0,0465","0,0266","0,5135"
1028,"-2,5","-0,5","-2,8","4,2","54,8","-29,2","-54,4","32,4","-0,0465","0,0292","0,514"
1029,"-2,5","-0,1","-3,2","4,6","52,0","-34,8","-51,6","29,6","-0,0490","0,0317","0,5145"
1030,"-2,5","-0,1","-2,8","4,6","52,0","-29,2","-57,2","26,8","-0,0490","0,0317","0,515"
1031,"-1,8","0,2","-2,8","4,2","49,2","-32,0","-54,4","32,4","-0,0490","0,0266","0,5155"
1032,"-2,2","0,5","-3,2","4,9","57,6","-32,0","-54,4","29,6","-0,0490","0,0266","0,516"
1033,"-2,5","0,2","-2,8","4,9","52,0","-32,0","-54,4","26,8","-0,0541","0,0292","0,5165"
1034,"-2,5","-1,8","-3,2","4,6","52,0","-32,0","-57,2","26,8","-0,0541","0,0266","0,517"
1035,"-2,2","0,2","-2,8","4,6","52,0","-32,0","-60,0","35,2","-0,0541","0,0241","0,5175"
1036,"-2,2","0,2","-2,8","4,6","52,0","-32,0","-54,4","26,8","-0,0541","0,0241","0,518"
1037,"-2,2","0,5","-2,8","4,6","52,0","-32,0","-57,2","26,8","-0,0516","0,0266","0,5185"
1038,"-2,2","0,2","-2,8","4,6","54,8","-32,0","-57,2","24,0","-0,0490","0,0266","0,519"
1039,"-2,2","0,2","-2,8","4,9","52,0","-34,8","-60,0","29,6","-0,0490","0,0266","0,5195"
1040,"-2,2","0,2","-2,8","4,6","52,0","-37,6","-60,0","26,8","-0,0566","0,0216","0,52"
1041,"-2,2","0,2","-2,8","4,6","49,2","-37,6","-60,0","26,8","-0,0541","0,0241","0,5205"
1042,"-1,8","0,5","-3,2","4,9","52,0","-37,6","-57,2","29,6","-0,0516","0,0266","0,521"
1043,"-1,8","0,5","-3,2","4,6","49,2","-32,0","-60,0","24,0","-0,0516","0,0191","0,5215"
1044,"-1,8","0,5","-3,2","4,9","49,2","-37,6","-60,0","24,0","-0,0516","0,0216","0,522"
1045,"-1,8","0,5","-2,5","4,9","49,2","-37,6","-60,0","21,2","-0,0566","0,0216","0,5225"
1046,"-1,8","-0,1","-2,8","4,9","49,2","-37,6","-62,8","24,0","-0,0541","0,0216","0,523"
1047,"-1,8","0,5","-2,8","4,6","49,2","-34,8","-62,8","26,8","-0,0541","0,0216","0,5235"
1048,"-2,2","0,5","-3,2","4,9","52,0","-37,6","-60,0","21,2","-0,0566","0,0191","0,524"
1049,"-1,8","0,5","-2,8","4,9","46,4","-37,6","-60,0","24,0","-0,0541","0,0191","0,5245"
1050,"-1,5","0,2","-2,2","4,6","49,2","-37,6","-60,0","24,0","-0,0541","0,0216","0,525"
1051,"-1,8","0,2","-2,8","4,9","49,2","-37,6","-62,8","21,2","-0,0566","0,0191","0,5255"
1052,"-2,2","-0,8","-2,2","4,9","49,2","-37,6","-62,8","18,4","-0,0566","0,0191","0,526"
1053,"-1,8","0,9","-2,2","4,6","46,4","-37,6","-62,8","24,0","-0,0566","0,0216","0,5265"
1054,"-1,8","0,9","-2,5","4,9","49,2","-37,6","-65,6","24,0","-0,0566","0,0216","0,527"
1055,"-1,8","0,9","-2,5","4,9","46,4","-40,4","-62,8","21,2","-0,0566","0,0216","0,5275"
1056,"-1,5","0,5","-2,5","6,2","46,4","-40,4","-62,8","21,2","-0,0566","0,0191","0,528"
1057,"-1,8","0,9","-2,8","4,9","46,4","-37,6","-65,6","21,2","-0,0591","0,0216","0,5285"
1058,"-1,8","1,2","-2,8","4,6","46,4","-37,6","-65,6","21,2","-0,0591","0,0216","0,529"
1059,"-1,2","1,5","-2,2","4,9","40,8","-48,8","-62,8","21,2","-0,0566","0,0166","0,5295"
1060,"-1,5","1,2","-2,5","4,9","46,4","-40,4","-65,6","18,4","-0,0566","0,0191","0,53"
1061,"-1,5","1,2","-2,5","4,9","46,4","-40,4","-68,4","18,4","-0,0591","0,0166","0,5305"
1062,"-1,5","1,2","-2,5","4,9","43,6","-40,4","-65,6","18,4","-0,0591","0,0166","0,531"
1063,"-1,2","1,2","-2,5","4,9","46,4","-40,4","-65,6","21,2","-0,0566","0,0166","0,5315"
1064,"-0,8","1,5","-2,2","4,6","38,0","-40,4","-65,6","15,6","-0,0616","0,0166","0,532"
1065,"-2,5","1,5","-2,5","4,9","43,6","-43,2","-68,4","15,6","-0,0616","0,0166","0,5325"
1066,"-1,2","1,5","-2,5","4,9","43,6","-40,4","-65,6","15,6","-0,0616","0,0140","0,533"
1067,"-1,2","1,9","-2,5","4,9","43,6","-43,2","-65,6","18,4","-0,0616","0,0166","0,5335"
1068,"-1,2","1,5","-2,5","4,6","43,6","-40,4","-68,4","18,4","-0,0591","0,0166","0,534"
1069,"-1,2","1,5","-2,5","4,9","40,8","-43,2","-68,4","15,6","-0,0642","0,0166","0,5345"
1070,"-1,8","1,9","-2,5","4,9","38,0","-43,2","-68,4","15,6","-0,0566","0,0140","0,535"
1071,"-1,2","1,9","-2,2","5,2","38,0","-46,0","-65,6","12,8","-0,0642","0,0140","0,5355"
1072,"-0,8","1,9","-2,5","4,9","40,8","-46,0","-71,2","12,8","-0,0616","0,0115","0,536"
1073,"-0,8","1,9","-2,5","4,9","40,8","-43,2","-71,2","12,8","-0,0642","0,0115","0,5365"
1074,"-0,8","2,2","-2,2","4,9","40,8","-46,0","-68,4","12,8","-0,0642","0,0140","0,537"
1075,"-0,8","1,9","-2,5","4,9","40,8","-48,8","-68,4","12,8","-0,0616","0,0115","0,5375"
1076,"-0,8","2,2","-2,2","3,9","38,0","-46,0","-71,2","12,8","-0,0616","0,0115","0,538"
1077,"-0,8","2,2","-2,2","4,6","38,0","-48,8","-71,2","12,8","-0,0642","0,0090","0,5385"
1078,"-0,8","2,2","-2,2","4,9","40,8","-51,6","-71,2","12,8","-0,0616","0,0115","0,539"
1079,"-1,2","2,2","-2,2","4,9","38,0","-54,4","-71,2","10,0","-0,0642","0,0115","0,5395"
1080,"-0,8","2,5","-2,2","4,6","38,0","-48,8","-68,4","12,8","-0,0616","0,0090","0,54"
1081,"-0,8","2,2","-2,2","4,6","35,2","-51,6","-74,0","7,2","-0,0667","0,0065","0,5405"
1082,"-0,5","2,5","-2,2","4,9","29,6","-51,6","-71,2","12,8","-0,0642","0,0065","0,541"
1083,"-0,8","2,5","-2,2","5,6","35,2","-65,6","-71,2","7,2","-0,0642","0,0065","0,5415"
1084,"-0,5","2,5","-2,2","4,6","35,2","-51,6","-74,0","7,2","-0,0667","0,0065","0,542"
1085,"-0,8","2,2","-2,2","4,6","35,2","-54,4","-71,2","7,2","-0,0642","0,0065","0,5425"
1086,"-0,5","2,5","-2,5","4,6","35,2","-48,8","-71,2","7,2","-0,0616","0,0065","0,543"
1087,"-0,8","3,2","-2,2","4,9","32,4","-54,4","-71,2","4,4","-0,0667","0,0039","0,5435"
1088,"0,2","2,9","-2,2","2,5","32,4","-54,4","-76,8","4,4","-0,0667","0,0014","0,544"
1089,"-0,8","2,9","-2,2","4,9","35,2","-54,4","-79,6","4,4","-0,0692","0,0039","0,5445"
1090,"-0,5","2,9","-2,2","4,6","32,4","-54,4","-74,0","4,4","-0,0692","0,0039","0,545"
1091,"-0,8","3,2","-2,2","4,6","32,4","-57,2","-74,0","4,4","-0,0692","0,0039","0,5455"
1092,"-0,5","2,9","-2,2","4,9","32,4","-57,2","-74,0","1,6","-0,0692","0,0039","0,546"
1093,"-0,5","2,9","-1,8","4,9","26,8","-60,0","-74,0","1,6","-0,0692","0,0014","0,5465"
1094,"-1,2","2,9","-2,2","4,6","26,8","-51,6","-76,8","1,6","-0,0692","0,0014","0,547"
1095,"-0,1","3,2","-2,2","4,6","26,8","-60,0","-76,8","-1,2","-0,0692","0,0014","0,5475"
1096,"-0,5","3,2","-2,2","4,6","29,6","-60,0","-79,6","-1,2","-0,0692","-0,0011","0,548"
1097,"-0,5","3,2","-1,8","4,9","26,8","-60,0","-76,8","-4,0","-0,0692","-0,0011","0,5485"
1098,"-0,1","3,2","-1,2","4,9","26,8","-60,0","-74,0","-4,0","-0,0717","-0,0011","0,549"
1099,"-0,1","2,9","-1,8","4,6","24,0","-62,8","-76,8","-4,0","-0,0667","-0,0036","0,5495"
1100,"-0,5","3,2","-1,8","4,2","24,0","-62,8","-76,8","-1,2","-0,0692","-0,0036","0,55"
1101,"-0,5","3,2","-1,8","4,6","26,8","-62,8","-79,6","-4,0","-0,0717","-0,0036","0,5505"
1102,"-0,5","3,2","-2,2","4,6","24,0","-65,6","-76,8","-6,8","-0,0717","-0,0036","0,551"
1103,"-0,8","3,2","-2,5","4,6","21,2","-65,6","-79,6","-6,8","-0,0642","-0,0061","0,5515"
1104,"-0,1","3,2","-1,8","4,2","21,2","-65,6","-79,6","-9,6","-0,0717","-0,0061","0,552"
1105,"-0,1","3,2","-2,2","4,6","18,4","-60,0","-79,6","-9,6","-0,0717","-0,0061","0,5525"
1106,"-0,5","3,6","-2,2","3,9","21,2","-65,6","-76,8","-6,8","-0,0743","-0,0061","0,553"
1107,"-0,1","3,6","-1,8","4,6","18,4","-65,6","-82,4","-9,6","-0,0717","-0,0087","0,5535"
1108,"-0,1","4,2","-2,2","4,2","18,4","-65,6","-82,4","-6,8","-0,0717","-0,0087","0,554"
1109,"-0,5","3,2","-1,8","4,2","15,6","-71,2","-82,4","-15,2","-0,0717","-0,0087","0,5545"
