Nr.;x1;x2;y1;y2;z1;z2;z3;z4;U1;U2;Zeit
3403;-1,8;2,9;-2,8;2,5;-169,2;-216,8;-180,4;-250,4;-0,1625;-0,2256;1,7015
3404;-1,8;3,2;-2,8;2,5;-166,4;-219,6;-183,2;-247,6;-0,1651;-0,2231;1,702
3405;-2,2;2,9;-2,8;2,5;-172;-219,6;-183,2;-247,6;-0,16;-0,2231;1,7025
3406;-1,2;3,2;-3,2;2,2;-172;-219,6;-186;-244,8;-0,1676;-0,2206;1,703
3407;-2,2;3,2;-2,8;2,5;-169,2;-219,6;-186;-247,6;-0,1651;-0,2256;1,7035
3408;-2,2;3,2;-3,5;2,9;-172;-219,6;-180,4;-247,6;-0,1625;-0,2231;1,704
3409;-2,2;2,9;-3,2;2,2;-169,2;-216,8;-183,2;-247,6;-0,1651;-0,2256;1,7045
3410;-2,2;3,2;-3,2;2,2;-169,2;-216,8;-183,2;-247,6;-0,1651;-0,2206;1,705
3411;-2,2;2,9;-2,8;2,5;-172;-219,6;-180,4;-247,6;-0,1651;-0,2206;1,7055
3412;-2,5;2,9;-3,2;2,5;-172;-216,8;-180,4;-247,6;-0,1651;-0,2231;1,706
3413;-2,2;2,9;-2,8;1,9;-169,2;-216,8;-180,4;-247,6;-0,1651;-0,2231;1,7065
3414;-1,8;1,5;-2,8;2,5;-172;-216,8;-180,4;-247,6;-0,1651;-0,2206;1,707
3415;-1,8;2,9;-3,2;2,5;-169,2;-216,8;-183,2;-247,6;-0,1651;-0,2206;1,7075
3416;-2,2;3,6;-3,2;2,5;-172;-219,6;-183,2;-244,8;-0,1625;-0,2231;1,708
3417;-2,2;3,2;-3,2;2,5;-172;-216,8;-180,4;-247,6;-0,1651;-0,2206;1,7085
3418;-2,2;2,5;-2,8;2,5;-172;-219,6;-183,2;-247,6;-0,1651;-0,2231;1,709
3419;-2,2;2,9;-2,8;2,5;-172;-216,8;-183,2;-247,6;-0,1651;-0,2231;1,7095
3420;-2,2;3,2;-3,2;2,2;-169,2;-216,8;-183,2;-244,8;-0,1625;-0,2231;1,71
3421;-1,8;3,2;-2,8;2,5;-172;-219,6;-183,2;-247,6;-0,1651;-0,2231;1,7105
3422;-2,2;2,9;-3,2;2,5;-169,2;-216,8;-180,4;-247,6;-0,1676;-0,2281;1,711
3423;-2,2;2,9;-3,2;2,2;-172;-216,8;-183,2;-250,4;-0,1651;-0,2231;1,7115
3424;-2,2;3,2;-2,8;2,5;-169,2;-219,6;-183,2;-244,8;-0,1625;-0,2206;1,712
3425;-2,2;2,9;-2,8;2,2;-169,2;-216,8;-183,2;-247,6;-0,1651;-0,2231;1,7125
3426;-2,2;2,9;-3,2;2,2;-169,2;-219,6;-180,4;-247,6;-0,1625;-0,2231;1,713
3427;-2,2;2,9;-2,8;2,9;-169,2;-219,6;-183,2;-247,6;-0,1625;-0,2231;1,7135
3428;-2,8;2,9;-3,2;2,2;-172;-219,6;-186;-247,6;-0,1651;-0,2206;1,714
3429;-1,8;2,9;-3,2;3,2;-172;-219,6;-183,2;-247,6;-0,1625;-0,2256;1,7145
3430;-2,5;3,2;-3,2;2,5;-172;-216,8;-183,2;-247,6;-0,1651;-0,2231;1,715
3431;-1,8;2,9;-2,8;2,2;-166,4;-216,8;-183,2;-247,6;-0,1651;-0,2231;1,7155
3432;-2,2;2,9;-2,8;2,9;-169,2;-216,8;-183,2;-244,8;-0,1651;-0,2231;1,716
3433;-2,2;2,9;-3,2;2,5;-169,2;-216,8;-180,4;-244,8;-0,1651;-0,2231;1,7165
3434;-2,2;2,9;-2,8;2,5;-172;-219,6;-180,4;-244,8;-0,1651;-0,2231;1,717
3435;-2,2;3,2;-3,2;2,5;-172;-219,6;-183,2;-247,6;-0,1676;-0,2231;1,7175
3436;-1,8;3,2;-2,5;2,9;-169,2;-216,8;-183,2;-244,8;-0,1651;-0,2206;1,718
3437;-2,2;3,2;-3,2;2,5;-169,2;-216,8;-180,4;-247,6;-0,1676;-0,2231;1,7185
3438;-2,2;2,9;-2,8;2,2;-169,2;-222,4;-183,2;-244,8;-0,1651;-0,2206;1,719
3439;-2,5;2,5;-3,2;2,9;-169,2;-219,6;-183,2;-244,8;-0,1625;-0,2231;1,7195
3440;-2,2;3,2;-3,2;2,2;-174,8;-219,6;-183,2;-247,6;-0,1651;-0,2256;1,72
3441;-1,8;2,9;-3,2;2,5;-172;-219,6;-183,2;-250,4;-0,1651;-0,2206;1,7205
3442;-2,2;2,9;-2,8;2,5;-172;-216,8;-183,2;-247,6;-0,1651;-0,2206;1,721
3443;-2,5;2,9;-2,8;2,5;-172;-216,8;-183,2;-250,4;-0,1651;-0,2231;1,7215
3444;-2,2;3,2;-3,5;2,9;-169,2;-216,8;-180,4;-247,6;-0,1701;-0,2206;1,722
3445;-1,8;3,2;-2,8;2,2;-169,2;-216,8;-197,2;-247,6;-0,1651;-0,2206;1,7225
3446;-2,2;2,9;-3,2;3,2;-169,2;-216,8;-180,4;-250,4;-0,1651;-0,2206;1,723
3447;-2,2;3,2;-2,8;2,2;-169,2;-219,6;-183,2;-247,6;-0,1651;-0,2206;1,7235
3448;-2,2;2,9;-2,8;2,5;-169,2;-208,4;-183,2;-244,8;-0,1651;-0,2206;1,724
3449;-2,5;3,2;-3,5;2,2;-169,2;-219,6;-183,2;-244,8;-0,1651;-0,2231;1,7245
3450;-2,2;2,9;-3,2;2,2;-169,2;-219,6;-183,2;-247,6;-0,1625;-0,2206;1,725
3451;-2,2;2,9;-3,2;2,2;-169,2;-219,6;-183,2;-244,8;-0,1625;-0,2231;1,7255
3452;-2,2;2,9;-2,5;2,5;-169,2;-216,8;-180,4;-247,6;-0,1651;-0,2206;1,726
3453;-2,5;2,9;-2,8;2,5;-169,2;-216,8;-183,2;-247,6;-0,1676;-0,2206;1,7265
3454;-1,8;2,9;-2,8;2,2;-169,2;-216,8;-183,2;-247,6;-0,1651;-0,2206;1,727
3455;-1,8;3,2;-3,2;2,2;-169,2;-216,8;-183,2;-247,6;-0,1676;-0,2231;1,7275
3456;-2,5;3,2;-2,8;2,2;-169,2;-219,6;-183,2;-244,8;-0,1625;-0,2231;1,728
3457;-1,8;2,9;-2,8;2,5;-172;-219,6;-172;-247,6;-0,1676;-0,2231;1,7285
3458;-2,5;3,2;-3,2;2,5;-169,2;-219,6;-186;-247,6;-0,1625;-0,2231;1,729
3459;-2,2;3,2;-3,2;2,9;-169,2;-219,6;-183,2;-247,6;-0,1651;-0,2206;1,7295
3460;-2,2;3,2;-3,2;2,2;-174,8;-216,8;-183,2;-247,6;-0,1625;-0,2206;1,73
3461;-1,8;3,6;-3,2;2,5;-172;-219,6;-183,2;-247,6;-0,1625;-0,2231;1,7305
3462;-2,2;3,2;-3,2;2,9;-169,2;-219,6;-183,2;-244,8;-0,1651;-0,2231;1,731
3463;-2,2;3,2;-3,5;2,5;-172;-216,8;-183,2;-247,6;-0,1651;-0,2231;1,7315
3464;-2,5;2,9;-2,8;2,5;-169,2;-219,6;-183,2;-247,6;-0,1651;-0,2231;1,732
3465;-2,5;3,2;-3,2;2,5;-169,2;-216,8;-186;-242;-0,1625;-0,2206;1,7325
3466;-2,2;3,2;-3,2;2,5;-169,2;-216,8;-183,2;-247,6;-0,1651;-0,2206;1,733
3467;-2,2;2,9;-3,2;2,9;-169,2;-216,8;-183,2;-250,4;-0,1651;-0,2231;1,7335
3468;-2,2;2,9;-2,8;1,9;-174,8;-222,4;-183,2;-247,6;-0,1625;-0,2256;1,734
3469;-1,8;3,2;-2,8;2,5;-169,2;-216,8;-180,4;-247,6;-0,1651;-0,2231;1,7345
3470;-2,5;2,9;-3,2;2,5;-169,2;-211,2;-183,2;-247,6;-0,1651;-0,2231;1,735
3471;-2,2;2,9;-2,8;2,5;-172;-219,6;-183,2;-247,6;-0,1651;-0,2231;1,7355
3472;-2,2;2,5;-3,2;2,2;-166,4;-219,6;-180,4;-247,6;-0,1651;-0,2231;1,736
3473;-2,2;2,5;-2,8;2,5;-169,2;-219,6;-183,2;-244,8;-0,1651;-0,2231;1,7365
3474;-2,2;3,2;-3,2;2,5;-169,2;-219,6;-183,2;-250,4;-0,1651;-0,2231;1,737
3475;-2,2;2,5;-3,2;2,5;-169,2;-216,8;-183,2;-244,8;-0,1651;-0,2206;1,7375
3476;-1,8;2,9;-3,2;2,5;-169,2;-219,6;-183,2;-244,8;-0,1625;-0,2256;1,738
3477;-2,2;3,2;-3,2;2,2;-169,2;-219,6;-180,4;-247,6;-0,1651;-0,2231;1,7385
3478;-2,2;3,6;-2,8;2,5;-169,2;-219,6;-183,2;-244,8;-0,1676;-0,2231;1,739
3479;-2,5;2,9;-3,2;2,5;-172;-219,6;-183,2;-244,8;-0,1676;-0,2281;1,7395
3480;-2,2;2,9;-2,8;2,5;-172;-216,8;-183,2;-244,8;-0,1625;-0,2281;1,74
3481;-2,2;2,9;-3,2;2,5;-169,2;-219,6;-186;-244,8;-0,1651;-0,2231;1,7405
3482;-2,2;3,2;-3,2;2,2;-169,2;-219,6;-183,2;-247,6;-0,1651;-0,218;1,741
3483;-2,2;2,9;-2,8;2,2;-172;-219,6;-183,2;-247,6;-0,1651;-0,2206;1,7415
3484;-2,2;2,9;-2,8;2,5;-169,2;-216,8;-183,2;-247,6;-0,1651;-0,2231;1,742
3485;-2,2;2,5;-3,2;2,5;-172;-219,6;-180,4;-244,8;-0,1625;-0,2206;1,7425
3486;-2,2;3,2;-2,8;1,5;-169,2;-219,6;-183,2;-247,6;-0,1651;-0,2206;1,743
3487;-2,2;3,2;-2,8;2,5;-163,6;-219,6;-183,2;-247,6;-0,1651;-0,2256;1,7435
3488;-2,2;2,9;-2,8;2,9;-166,4;-219,6;-183,2;-244,8;-0,1625;-0,2231;1,744
3489;-2,2;3,2;-3,2;2,5;-169,2;-219,6;-183,2;-244,8;-0,1676;-0,2231;1,7445
3490;-2,2;2,9;-3,2;2,2;-169,2;-214;-183,2;-244,8;-0,1651;-0,2231;1,745
3491;-2,2;3,2;-3,5;2,2;-166,4;-239,2;-180,4;-247,6;-0,1651;-0,2231;1,7455
3492;-1,8;2,9;-2,8;2,5;-169,2;-219,6;-183,2;-247,6;-0,1651;-0,2206;1,746
3493;-1,8;3,6;-2,8;2,5;-172;-219,6;-186;-247,6;-0,1651;-0,2231;1,7465
3494;-2,2;2,9;-2,8;2,5;-172;-216,8;-183,2;-247,6;-0,1651;-0,2231;1,747
3495;-1,8;2,9;-3,2;2,5;-169,2;-216,8;-183,2;-244,8;-0,1651;-0,2231;1,7475
3496;-2,2;2,9;-3,2;2,5;-172;-219,6;-183,2;-244,8;-0,1625;-0,2281;1,748
3497;-1,8;2,9;-3,2;2,2;-169,2;-219,6;-180,4;-250,4;-0,1676;-0,2206;1,7485
3498;-2,2;3,6;-3,2;2,5;-169,2;-219,6;-183,2;-247,6;-0,1676;-0,2206;1,749
3499;-2,2;2,9;-3,2;2,5;-169,2;-219,6;-180,4;-247,6;-0,1651;-0,2231;1,7495
3500;-2,2;2,9;-2,8;2,5;-172;-216,8;-180,4;-247,6;-0,1651;-0,2231;1,75
3501;-2,2;4,2;-2,8;2,2;-172;-219,6;-183,2;-247,6;-0,1701;-0,2231;1,7505
3502;-1,8;3,2;-3,2;2,2;-169,2;-216,8;-183,2;-247,6;-0,1651;-0,2231;1,751
3503;-1,5;2,5;-3,2;2,9;-183,2;-222,4;-183,2;-247,6;-0,1651;-0,2231;1,7515
3504;-1,8;3,2;-3,2;2,5;-166,4;-219,6;-183,2;-247,6;-0,1625;-0,2231;1,752
3505;-2,2;2,9;-2,8;2,5;-172;-219,6;-183,2;-250,4;-0,1651;-0,2231;1,7525
3506;-1,8;3,2;-3,2;2,2;-169,2;-216,8;-183,2;-244,8;-0,1651;-0,2206;1,753
3507;-2,2;2,9;-3,2;2,5;-172;-216,8;-183,2;-244,8;-0,1625;-0,2231;1,7535
3508;-2,2;3,2;-2,8;2,5;-172;-228;-183,2;-247,6;-0,1651;-0,2231;1,754
3509;-2,2;3,2;-2,8;2,2;-169,2;-219,6;-180,4;-247,6;-0,1651;-0,2231;1,7545
3510;-2,2;3,2;-3,2;2,9;-169,2;-216,8;-183,2;-250,4;-0,1651;-0,2231;1,755
3511;-2,2;3,2;-2,8;2,5;-169,2;-216,8;-183,2;-244,8;-0,1651;-0,2231;1,7555
3512;-1,8;3,2;-3,5;2,5;-169,2;-219,6;-183,2;-244,8;-0,1651;-0,2256;1,756
3513;-2,2;3,2;-3,2;2,5;-172;-222,4;-183,2;-247,6;-0,1651;-0,2231;1,7565
3514;-1,8;3,2;-3,2;2,5;-169,2;-219,6;-183,2;-244,8;-0,1676;-0,2231;1,757
3515;-2,2;2,9;-2,8;2,5;-169,2;-216,8;-183,2;-244,8;-0,1625;-0,2206;1,7575
3516;-2,2;2,5;-2,8;1,9;-172;-219,6;-186;-247,6;-0,1651;-0,2256;1,758
3517;-2,2;2,9;-3,2;2,2;-169,2;-219,6;-186;-247,6;-0,1651;-0,2231;1,7585
3518;-2,2;3,2;-3,2;2,5;-169,2;-216,8;-180,4;-244,8;-0,16;-0,2206;1,759
3519;-2,2;2,9;-3,2;2,5;-169,2;-214;-183,2;-244,8;-0,1625;-0,2231;1,7595
3520;-1,8;2,9;-2,5;2,5;-169,2;-219,6;-183,2;-250,4;-0,1651;-0,2231;1,76
3521;-2,2;2,9;-3,2;2,5;-174,8;-219,6;-183,2;-250,4;-0,1651;-0,2231;1,7605
3522;-2,2;2,9;-3,2;2,5;-172;-219,6;-183,2;-247,6;-0,1651;-0,2231;1,761
3523;-2,2;2,9;-3,2;2,5;-169,2;-219,6;-186;-247,6;-0,1625;-0,2231;1,7615
3524;-2,2;3,2;-2,8;2,5;-172;-216,8;-180,4;-244,8;-0,1651;-0,2231;1,762
3525;-1,8;2,9;-3,2;2,5;-172;-219,6;-183,2;-244,8;-0,1625;-0,2206;1,7625
3526;-2,2;2,9;-3,2;2,5;-172;-216,8;-183,2;-247,6;-0,1651;-0,218;1,763
3527;-2,2;2,9;-3,2;2,5;-169,2;-219,6;-183,2;-244,8;-0,1651;-0,2256;1,7635
3528;-1,8;3,2;-2,8;2,5;-166,4;-216,8;-186;-247,6;-0,1651;-0,2231;1,764
3529;-2,2;3,2;-2,8;2,9;-169,2;-219,6;-180,4;-244,8;-0,1676;-0,2231;1,7645
3530;-1,8;3,2;-2,8;3,2;-172;-219,6;-183,2;-247,6;-0,1625;-0,2206;1,765
3531;-1,8;3,2;-3,2;2,5;-169,2;-219,6;-183,2;-244,8;-0,1651;-0,2206;1,7655
3532;-2,2;2,9;-3,5;2,5;-169,2;-219,6;-180,4;-247,6;-0,1651;-0,2256;1,766
3533;-2,2;2,9;-2,8;2,5;-172;-219,6;-183,2;-244,8;-0,1651;-0,2206;1,7665
3534;-2,2;3,2;-2,8;2,5;-172;-216,8;-180,4;-247,6;-0,1651;-0,2206;1,767
3535;-2,5;2,9;-3,2;2,5;-169,2;-219,6;-183,2;-244,8;-0,1676;-0,2231;1,7675
3536;-1,8;3,2;-2,8;2,5;-169,2;-219,6;-183,2;-247,6;-0,1651;-0,2281;1,768
3537;-1,8;3,2;-3,2;2,5;-169,2;-219,6;-180,4;-244,8;-0,1651;-0,213;1,7685
3538;-1,8;2,9;-2,8;2,2;-169,2;-219,6;-183,2;-247,6;-0,1651;-0,2206;1,769
3539;-2,5;3,2;-3,2;2,5;-166,4;-219,6;-183,2;-247,6;-0,1651;-0,2206;1,7695
3540;-2,2;2,9;-3,2;2,5;-169,2;-219,6;-180,4;-247,6;-0,1651;-0,2231;1,77
3541;-2,2;2,9;-3,2;2,2;-169,2;-219,6;-183,2;-247,6;-0,1625;-0,2206;1,7705
3542;-2,2;3,2;-3,2;2,2;-172;-219,6;-183,2;-247,6;-0,1651;-0,2206;1,771
3543;-2,2;2,9;-3,2;2,5;-160,8;-219,6;-183,2;-247,6;-0,1676;-0,2231;1,7715
3544;-1,8;3,2;-3,2;2,2;-169,2;-219,6;-177,6;-247,6;-0,1625;-0,2231;1,772
3545;-2,2;2,9;-3,2;2,5;-172;-219,6;-186;-250,4;-0,1651;-0,2256;1,7725
3546;-2,2;3,2;-2,8;2,2;-169,2;-216,8;-180,4;-247,6;-0,1625;-0,2231;1,773
3547;-2,2;2,9;-2,8;2,2;-172;-219,6;-183,2;-247,6;-0,1651;-0,2256;1,7735
3548;-2,2;2,9;-3,2;2,9;-169,2;-219,6;-183,2;-247,6;-0,1676;-0,2256;1,774
3549;-2,2;2,2;-2,8;2,5;-169,2;-219,6;-186;-247,6;-0,1651;-0,2231;1,7745
3550;-2,2;2,9;-2,8;2,2;-169,2;-216,8;-186;-247,6;-0,1651;-0,2206;1,775
3551;-1,8;3,2;-3,2;2,9;-172;-216,8;-183,2;-250,4;-0,1651;-0,2231;1,7755
3552;-2,2;3,2;-3,2;2,5;-172;-219,6;-183,2;-247,6;-0,1651;-0,2206;1,776
3553;-2,2;2,9;-2,8;2,5;-169,2;-216,8;-183,2;-244,8;-0,1625;-0,2206;1,7765
3554;-1,8;2,2;-3,2;2,5;-169,2;-216,8;-183,2;-247,6;-0,1651;-0,2206;1,777
3555;-1,8;2,9;-2,8;2,2;-169,2;-216,8;-183,2;-244,8;-0,1651;-0,2231;1,7775
3556;-2,5;3,2;-2,2;2,5;-169,2;-216,8;-180,4;-250,4;-0,1651;-0,2256;1,778
3557;-2,2;2,9;-2,8;2,5;-172;-219,6;-183,2;-244,8;-0,1676;-0,2231;1,7785
3558;-1,8;2,9;-2,8;2,5;-169,2;-219,6;-183,2;-244,8;-0,1651;-0,2206;1,779
3559;-1,8;2,9;-3,2;3,2;-169,2;-219,6;-183,2;-253,2;-0,1651;-0,2231;1,7795
3560;-2,5;2,9;-2,8;2,2;-169,2;-219,6;-183,2;-253,2;-0,1625;-0,2206;1,78
3561;-2,2;2,9;-3,2;2,5;-169,2;-219,6;-183,2;-250,4;-0,1676;-0,2206;1,7805
3562;-2,2;3,2;-3,2;2,2;-169,2;-219,6;-186;-247,6;-0,1625;-0,2206;1,781
3563;-2,2;2,9;-2,8;2,5;-169,2;-219,6;-183,2;-247,6;-0,1651;-0,2206;1,7815
3564;-2,2;2,9;-2,8;2,5;-169,2;-216,8;-186;-247,6;-0,1676;-0,2206;1,782
3565;-1,8;2,9;-2,8;2,5;-172;-219,6;-186;-258,8;-0,1651;-0,2206;1,7825
3566;-1,8;3,2;-3,2;2,2;-172;-219,6;-183,2;-242;-0,1676;-0,2231;1,783
3567;-2,5;3,2;-2,8;2,2;-169,2;-219,6;-183,2;-244,8;-0,1651;-0,2206;1,7835
3568;-2,2;2,9;-3,2;2,5;-174,8;-219,6;-188,8;-247,6;-0,1625;-0,2256;1,784
3569;-1,8;2,9;-2,8;2,5;-169,2;-216,8;-183,2;-247,6;-0,1651;-0,2231;1,7845
3570;-1,8;3,2;-2,5;2,2;-169,2;-216,8;-183,2;-247,6;-0,1651;-0,2206;1,785
3571;-2,2;3,2;-3,2;2,2;-172;-219,6;-183,2;-247,6;-0,1625;-0,2231;1,7855
3572;-1,8;2,9;-2,8;2,2;-169,2;-219,6;-180,4;-247,6;-0,1651;-0,2206;1,786
3573;-2,2;3,2;-3,2;2,2;-172;-219,6;-183,2;-244,8;-0,1651;-0,2231;1,7865
3574;-1,8;2,9;-3,2;2,9;-197,2;-219,6;-183,2;-247,6;-0,1651;-0,2231;1,787
3575;-2,2;2,5;-3,5;2,5;-169,2;-219,6;-186;-247,6;-0,1651;-0,2231;1,7875
3576;-2,2;2,9;-2,8;2,2;-172;-216,8;-186;-247,6;-0,1676;-0,2231;1,788
3577;-1,8;3,2;-2,8;2,5;-172;-216,8;-183,2;-250,4;-0,1676;-0,2231;1,7885
3578;-2,2;2,9;-3,2;2,9;-169,2;-219,6;-183,2;-244,8;-0,1625;-0,2206;1,789
3579;-2,2;2,9;-3,2;2,2;-169,2;-208,4;-180,4;-247,6;-0,1676;-0,2231;1,7895
3580;-1,8;3,2;-3,2;3,2;-172;-219,6;-183,2;-244,8;-0,1676;-0,2231;1,79
3581;-1,8;2,9;-3,2;2,5;-172;-216,8;-180,4;-247,6;-0,1625;-0,2231;1,7905
3582;-2,2;3,2;-2,8;2,5;-169,2;-216,8;-183,2;-244,8;-0,1651;-0,2231;1,791
3583;-2,5;2,9;-3,2;2,2;-169,2;-216,8;-180,4;-247,6;-0,1651;-0,2231;1,7915
3584;-2,2;2,9;-2,8;2,2;-169,2;-233,6;-183,2;-244,8;-0,1651;-0,2206;1,792
3585;-2,2;2,9;-3,2;2,5;-169,2;-216,8;-183,2;-250,4;-0,1625;-0,218;1,7925
3586;-2,2;3,2;-2,8;2,2;-169,2;-219,6;-183,2;-247,6;-0,1651;-0,2206;1,793
3587;-2,5;2,9;-2,8;2,5;-172;-216,8;-183,2;-247,6;-0,1651;-0,2206;1,7935
3588;-2,2;3,2;-2,8;2,2;-169,2;-219,6;-177,6;-244,8;-0,1651;-0,2256;1,794
3589;-2,2;3,2;-3,2;2,5;-169,2;-219,6;-183,2;-247,6;-0,1676;-0,2231;1,7945
3590;-1,8;3,2;-2,8;2,2;-166,4;-219,6;-183,2;-247,6;-0,1676;-0,2231;1,795
3591;-1,8;2,9;-3,5;2,5;-172;-216,8;-183,2;-247,6;-0,1651;-0,2206;1,7955
3592;-2,5;3,6;-3,2;2,5;-172;-216,8;-183,2;-247,6;-0,1651;-0,2206;1,796
3593;-2,5;3,2;-3,2;2,2;-163,6;-219,6;-186;-244,8;-0,1625;-0,2231;1,7965
3594;-2,2;3,2;-3,2;2,5;-169,2;-216,8;-188,8;-247,6;-0,1651;-0,2206;1,797
3595;-2,2;2,9;-3,5;2,2;-172;-216,8;-183,2;-247,6;-0,1676;-0,2206;1,7975
3596;-2,2;2,9;-3,2;2,5;-172;-216,8;-180,4;-244,8;-0,1651;-0,2231;1,798
3597;-2,5;2,9;-2,8;2,2;-172;-216,8;-183,2;-247,6;-0,1651;-0,2231;1,7985
3598;-2,2;3,2;-2,8;2,5;-169,2;-219,6;-183,2;-247,6;-0,1676;-0,2206;1,799
3599;-2,5;3,2;-3,2;2,5;-169,2;-216,8;-183,2;-247,6;-0,1625;-0,2206;1,7995
3600;-2,2;2,2;-2,8;2,2;-172;-216,8;-183,2;-244,8;-0,1651;-0,2231;1,8
3601;-2,2;2,9;-2,8;2,5;-169,2;-216,8;-183,2;-247,6;-0,1651;-0,2231;1,8005
3602;-2,2;2,9;-3,2;2,2;-169,2;-219,6;-183,2;-244,8;-0,1676;-0,2256;1,801
3603;-1,5;3,6;-2,8;2,5;-169,2;-219,6;-186;-247,6;-0,1625;-0,2206;1,8015
3604;-2,2;2,9;-3,2;2,2;-169,2;-216,8;-183,2;-247,6;-0,1651;-0,2256;1,802
3605;-2,2;3,2;-3,2;2,5;-172;-219,6;-183,2;-247,6;-0,1676;-0,2231;1,8025
3606;-2,2;2,9;-2,8;2,5;-169,2;-222,4;-183,2;-244,8;-0,1625;-0,2206;1,803
3607;-2,2;2,5;-3,5;2,5;-172;-216,8;-183,2;-247,6;-0,1651;-0,2206;1,8035
3608;-2,2;3,2;-2,8;2,9;-172;-219,6;-183,2;-247,6;-0,16;-0,2206;1,804
3609;-2,2;2,9;-2,8;2,2;-169,2;-219,6;-183,2;-247,6;-0,1625;-0,2256;1,8045
3610;-1,8;2,9;-3,2;2,5;-172;-219,6;-183,2;-247,6;-0,1651;-0,218;1,805
3611;-2,2;2,9;-2,8;2,2;-172;-211,2;-186;-247,6;-0,1651;-0,2206;1,8055
3612;-1,8;3,2;-2,8;2,2;-169,2;-219,6;-183,2;-247,6;-0,1651;-0,2231;1,806
3613;-2,2;3,2;-2,8;2,2;-169,2;-219,6;-183,2;-247,6;-0,1651;-0,2231;1,8065
3614;-2,2;2,5;-3,2;2,2;-169,2;-219,6;-188,8;-247,6;-0,1651;-0,2231;1,807
3615;-2,2;3,2;-3,2;2,2;-172;-222,4;-183,2;-244,8;-0,1625;-0,2231;1,8075
3616;-1,8;3,2;-2,8;2,2;-169,2;-216,8;-183,2;-247,6;-0,1651;-0,2231;1,808
3617;-2,2;3,2;-3,2;2,5;-169,2;-225,2;-183,2;-247,6;-0,1651;-0,2231;1,8085
3618;-1,8;2,9;-3,2;2,5;-169,2;-216,8;-186;-247,6;-0,1651;-0,2231;1,809
3619;-1,8;3,2;-3,2;2,2;-169,2;-216,8;-183,2;-247,6;-0,1726;-0,2231;1,8095
3620;-2,2;2,5;-7,9;2,2;-169,2;-216,8;-183,2;-244,8;-0,1625;-0,2231;1,81
3621;-1,8;2,9;-3,2;2,9;-166,4;-216,8;-183,2;-244,8;-0,1651;-0,2206;1,8105
3622;-1,8;2,9;-2,8;2,2;-172;-219,6;-183,2;-247,6;-0,1676;-0,2231;1,811
3623;-2,2;2,9;-2,8;2,5;-169,2;-219,6;-183,2;-244,8;-0,1651;-0,2206;1,8115
3624;-1,8;3,2;-3,2;2,2;-169,2;-219,6;-186;-244,8;-0,1651;-0,2231;1,812
3625;-2,2;2,9;-2,8;2,2;-169,2;-219,6;-183,2;-247,6;-0,1625;-0,2231;1,8125
3626;-1,8;3,2;-2,8;2,2;-169,2;-216,8;-186;-250,4;-0,1651;-0,2206;1,813
3627;-2,2;3,2;-3,2;2,2;-172;-222,4;-180,4;-247,6;-0,1651;-0,2231;1,8135
3628;-2,2;3,2;-2,8;2,2;-169,2;-219,6;-183,2;-247,6;-0,1651;-0,2231;1,814
3629;-2,2;3,2;-3,2;2,5;-172;-216,8;-183,2;-247,6;-0,1651;-0,2256;1,8145
3630;-1,8;2,9;-3,2;2,2;-169,2;-219,6;-183,2;-244,8;-0,1651;-0,2206;1,815
3631;-2,2;2,9;-3,2;2,5;-169,2;-216,8;-183,2;-247,6;-0,1651;-0,2231;1,8155
3632;-2,2;2,9;-2,8;2,5;-169,2;-219,6;-183,2;-247,6;-0,1676;-0,2206;1,816
3633;-1,8;4,2;-3,2;2,9;-172;-216,8;-183,2;-247,6;-0,1651;-0,2206;1,8165
3634;-2,2;3,2;-3,5;2,2;-169,2;-219,6;-183,2;-247,6;-0,1676;-0,2231;1,817
3635;-1,8;3,2;-2,8;2,5;-172;-216,8;-183,2;-250,4;-0,1651;-0,2231;1,8175
3636;-2,2;3,2;-2,8;2,5;-172;-216,8;-183,2;-244,8;-0,1625;-0,2231;1,818
3637;-1,5;3,2;-2,5;2,2;-169,2;-219,6;-186;-247,6;-0,1651;-0,2231;1,8185
3638;-2,2;2,9;-2,8;3,2;-169,2;-216,8;-183,2;-247,6;-0,1625;-0,2206;1,819
3639;-2,2;2,9;-2,8;2,5;-160,8;-216,8;-183,2;-244,8;-0,1651;-0,2231;1,8195
3640;-2,2;2,9;-2,8;2,5;-169,2;-219,6;-183,2;-247,6;-0,1651;-0,2231;1,82
3641;-2,2;3,2;-3,2;2,5;-163,6;-219,6;-183,2;-247,6;-0,1651;-0,2231;1,8205
3642;-1,8;3,2;-2,8;2,5;-169,2;-219,6;-183,2;-247,6;-0,1651;-0,2231;1,821
3643;-2,2;2,9;-2,8;2,5;-172;-219,6;-186;-247,6;-0,1676;-0,2256;1,8215
3644;-1,8;3,2;-2,8;2,5;-169,2;-214;-183,2;-247,6;-0,1651;-0,2231;1,822
3645;-1,8;-2,8;-3,2;2,5;-169,2;-219,6;-183,2;-242;-0,1651;-0,2206;1,8225
3646;-2,2;2,9;-2,8;2,5;-169,2;-219,6;-183,2;-244,8;-0,1651;-0,2231;1,823
3647;-2,2;2,9;-2,8;2,5;-166,4;-219,6;-183,2;-244,8;-0,1651;-0,2206;1,8235
3648;-2,2;2,9;-2,8;2,9;-169,2;-219,6;-183,2;-247,6;-0,1625;-0,2231;1,824
