Nr.;x1;x2;y1;y2;z1;z2;z3;z4;U1;U2;Zeit
927;-0,1;0,9;0,2;0,9;12,8;-12,4;-18;18,4;-0,0162;0,0191;0,4635
928;0,2;1,2;-0,1;0,5;12,8;-15,2;-20,8;21,2;-0,0188;0,0216;0,464
929;-0,5;0,9;-5,2;0,5;12,8;-9,6;-20,8;21,2;-0,0188;0,0216;0,4645
930;-0,1;0,9;-0,5;0,5;10;-15,2;-20,8;21,2;-0,0213;0,0216;0,465
931;-0,1;1,2;-0,8;0,9;12,8;-12,4;-20,8;21,2;-0,0188;0,0191;0,4655
932;0,2;0,9;-0,1;0,2;12,8;-15,2;-18;24;-0,0188;0,0191;0,466
933;0,2;1,2;-0,5;0,5;12,8;-15,2;-20,8;24;-0,0188;0,0191;0,4665
934;-0,1;0,9;0,2;0,5;10;-15,2;-20,8;18,4;-0,0162;0,0216;0,467
935;-0,1;1,2;-0,1;0,2;12,8;-12,4;-20,8;24;-0,0162;0,0191;0,4675
936;-0,1;0,9;-0,1;0,5;12,8;-15,2;-23,6;18,4;-0,0188;0,0191;0,468
937;-0,1;1,2;-0,5;0,5;12,8;-9,6;-20,8;24;-0,0162;0,0191;0,4685
938;-0,5;1,5;-0,5;0,5;12,8;-9,6;-18;21,2;-0,0162;0,0191;0,469
939;0,2;0,9;-0,1;0,9;12,8;-6,8;-23,6;21,2;-0,0162;0,0216;0,4695
940;0,2;1,2;-0,5;0,5;12,8;-15,2;-20,8;21,2;-0,0188;0,0166;0,47
941;-0,1;1,2;-0,1;0,2;12,8;-9,6;-20,8;26,8;-0,0188;0,0191;0,4705
942;0,2;1,2;-0,5;0,9;12,8;-15,2;-20,8;21,2;-0,0188;0,0191;0,471
943;-0,1;1,2;-0,5;0,5;12,8;-12,4;-26,4;21,2;-0,0188;0,0216;0,4715
944;0,2;1,2;-0,5;0,5;10;-15,2;-20,8;21,2;-0,0188;0,0216;0,472
945;0,2;1,5;-0,1;0,2;15,6;-12,4;-23,6;21,2;-0,0213;0,0216;0,4725
946;-0,1;0,5;-0,1;1,2;12,8;-12,4;-20,8;21,2;-0,0137;0,0191;0,473
947;0,2;0,9;-0,1;0,5;12,8;-15,2;-20,8;21,2;-0,0162;0,0216;0,4735
948;-0,5;1,2;-0,5;0,5;12,8;-15,2;-23,6;21,2;-0,0188;0,0191;0,474
949;0,2;0,9;-0,1;0,5;12,8;-12,4;-20,8;24;-0,0137;0,0216;0,4745
950;-0,1;1,2;-0,1;0,2;12,8;-15,2;-20,8;24;-0,0188;0,0191;0,475
951;-0,1;1,2;-0,5;0,2;15,6;-12,4;-20,8;24;-0,0162;0,0191;0,4755
952;-0,1;0,9;-0,1;0,5;10;-15,2;-20,8;24;-0,0213;0,0216;0,476
953;-0,1;0,9;-0,5;0,5;10;-12,4;-20,8;24;-0,0188;0,0216;0,4765
954;0,2;1,2;-0,1;0,2;15,6;-12,4;-23,6;21,2;-0,0162;0,0216;0,477
955;0,5;1,2;-0,5;0,5;12,8;-15,2;-20,8;21,2;-0,0213;0,0216;0,4775
956;0,5;1,2;-0,1;0,9;12,8;-15,2;-20,8;24;-0,0188;0,0241;0,478
957;-0,1;1,5;-0,1;0,2;15,6;-15,2;-20,8;24;-0,0213;0,0191;0,4785
958;-0,1;0,9;-0,1;0,5;10;-15,2;-20,8;26,8;-0,0162;0,0216;0,479
959;0,2;1,2;-0,5;0,5;12,8;-15,2;-20,8;26,8;-0,0188;0,0191;0,4795
960;-0,1;0,9;-0,5;0,5;15,6;-15,2;-20,8;24;-0,0162;0,0191;0,48
961;0,2;1,2;-0,5;0,5;15,6;-15,2;-18;26,8;-0,0188;0,0241;0,4805
962;-0,1;1,2;-0,1;0,5;15,6;-18;-23,6;24;-0,0162;0,0216;0,481
963;-0,1;0,9;-0,5;0,5;15,6;-12,4;-20,8;24;-0,0188;0,0191;0,4815
964;-0,1;1,2;-0,1;1,2;15,6;-15,2;-20,8;21,2;-0,0188;0,0216;0,482
965;0,2;1,2;-0,5;0,5;12,8;-15,2;-23,6;24;-0,0188;0,0216;0,4825
966;-0,1;1,2;-0,5;0,5;12,8;-12,4;-9,6;26,8;-0,0162;0,0241;0,483
967;0,2;1,2;-1,2;1,9;12,8;-12,4;-23,6;24;-0,0213;0,0241;0,4835
968;-0,1;1,2;0,5;-0,1;12,8;-15,2;-20,8;26,8;-0,0188;0,0216;0,484
969;-0,1;1,2;-0,1;0,9;12,8;-15,2;-20,8;24;-0,0162;0,0216;0,4845
970;-0,1;1,2;-0,5;0,5;12,8;-15,2;-26,4;24;-0,0188;0,0241;0,485
971;0,2;0,9;-0,1;0,9;18,4;-15,2;-20,8;24;-0,0162;0,0216;0,4855
972;-0,1;0,9;-0,5;0,5;12,8;-15,2;-20,8;24;-0,0213;0,0241;0,486
973;-0,1;1,2;-0,5;0,5;15,6;-15,2;-18;26,8;-0,0162;0,0216;0,4865
974;-0,8;1,2;-0,5;0,9;15,6;-15,2;-20,8;24;-0,0188;0,0241;0,487
975;-0,1;1,2;-0,1;0,5;15,6;-15,2;-20,8;29,6;-0,0162;0,0216;0,4875
976;-0,1;1,5;-0,5;0,5;18,4;-20,8;-20,8;26,8;-0,0188;0,0241;0,488
977;0,2;1,2;-0,1;0,5;12,8;-12,4;-23,6;26,8;-0,0188;0,0241;0,4885
978;-0,1;1,2;-0,1;0,5;15,6;-15,2;-23,6;29,6;-0,0188;0,0216;0,489
979;0,2;1,2;-0,8;0,5;15,6;-15,2;-20,8;26,8;-0,0188;0,0266;0,4895
980;-0,1;1,2;-0,1;0,5;12,8;-15,2;-20,8;26,8;-0,0188;0,0241;0,49
981;-0,1;1,2;-0,1;0,5;15,6;-12,4;-20,8;26,8;-0,0188;0,0241;0,4905
982;-0,1;0,9;-0,1;0,5;15,6;-15,2;-20,8;26,8;-0,0188;0,0241;0,491
983;-0,5;0,9;-0,1;0,2;15,6;-15,2;-23,6;26,8;-0,0188;0,0241;0,4915
984;-0,1;0,9;-0,1;0,9;15,6;-15,2;-18;24;-0,0188;0,0241;0,492
985;-0,1;0,9;-0,1;0,2;15,6;-12,4;-23,6;26,8;-0,0238;0,0266;0,4925
986;-0,1;0,9;-0,1;0,5;12,8;-18;-23,6;26,8;-0,0213;0,0241;0,493
987;-0,1;1,2;-0,5;0,9;15,6;-15,2;-20,8;29,6;-0,0162;0,0266;0,4935
988;-0,1;0,9;-0,5;0,5;15,6;-15,2;-20,8;26,8;-0,0188;0,0241;0,494
989;0,2;1,2;-0,8;0,5;15,6;-15,2;-18;26,8;-0,0188;0,0241;0,4945
990;-0,1;0,9;-0,8;0,5;15,6;-18;-18;29,6;-0,0188;0,0241;0,495
991;-0,1;0,9;-0,1;0,5;18,4;-20,8;-23,6;26,8;-0,0188;0,0266;0,4955
992;-0,1;0,9;-0,1;0,5;15,6;-15,2;-18;29,6;-0,0188;0,0266;0,496
993;0,2;1,2;-0,5;0,9;15,6;-15,2;-20,8;26,8;-0,0213;0,0266;0,4965
994;-0,1;1,5;-0,1;0,9;18,4;-15,2;-20,8;29,6;-0,0188;0,0266;0,497
995;-0,1;1,2;-0,1;0,5;15,6;-9,6;-20,8;29,6;-0,0188;0,0266;0,4975
996;0,2;0,9;-0,5;0,2;18,4;-12,4;-20,8;29,6;-0,0188;0,0266;0,498
997;-0,5;1,2;0,2;0,5;15,6;-15,2;-20,8;29,6;-0,0213;0,0266;0,4985
998;-0,1;0,9;-0,1;0,5;21,2;-15,2;-20,8;29,6;-0,0188;0,0266;0,499
999;0,2;0,9;-0,1;0,2;15,6;-12,4;-20,8;32,4;-0,0188;0,0266;0,4995
1000;0,2;1,2;-0,1;0,9;21,2;-12,4;-18;29,6;-0,0137;0,0266;0,5
1001;0,2;0,9;-0,5;0,5;15,6;-15,2;-20,8;29,6;-0,0213;0,0266;0,5005
1002;0,2;1,2;-0,1;0,5;18,4;-12,4;-26,4;29,6;-0,0188;0,0266;0,501
1003;-0,1;1,2;-0,1;0,5;15,6;-12,4;-26,4;29,6;-0,0188;0,0266;0,5015
1004;0,2;1,2;-0,5;0,5;18,4;-12,4;-23,6;26,8;-0,0188;0,0266;0,502
1005;-0,1;1,2;-0,5;0,5;18,4;-12,4;-20,8;29,6;-0,0213;0,0266;0,5025
1006;-0,1;1,2;-0,1;0,9;18,4;-12,4;-18;26,8;-0,0188;0,0292;0,503
1007;-0,1;0,9;-0,1;0,9;18,4;-12,4;-20,8;35,2;-0,0188;0,0317;0,5035
1008;-0,1;0,5;-0,5;0,5;18,4;-12,4;-20,8;35,2;-0,0188;0,0266;0,504
1009;-0,5;0,5;-0,5;0,5;18,4;-9,6;-20,8;32,4;-0,0213;0,0342;0,5045
1010;-0,5;0,9;-0,5;0,5;21,2;-9,6;-20,8;32,4;-0,0238;0,0266;0,505
1011;-0,1;0,9;-0,5;0,9;21,2;-15,2;-20,8;38;-0,0213;0,0317;0,5055
1012;-0,1;0,9;-0,5;0,5;18,4;-12,4;-26,4;32,4;-0,0188;0,0292;0,506
1013;-0,1;0,9;0,2;0,5;18,4;-12,4;-20,8;35,2;-0,0188;0,0292;0,5065
1014;-0,1;0,9;-0,1;0,5;21,2;-18;-18;32,4;-0,0213;0,0317;0,507
1015;-0,1;1,2;-1,5;0,5;21,2;-12,4;-20,8;29,6;-0,0162;0,0266;0,5075
1016;-0,1;0,5;-0,1;0,5;18,4;-9,6;-20,8;35,2;-0,0213;0,0292;0,508
1017;-0,5;0,9;-0,5;1,5;18,4;-12,4;-20,8;35,2;-0,0188;0,0317;0,5085
1018;-0,1;0,5;-0,5;0,5;21,2;-9,6;-20,8;35,2;-0,0188;0,0317;0,509
1019;0,2;0,9;-0,5;0,5;18,4;-9,6;-20,8;35,2;-0,0188;0,0317;0,5095
1020;-0,1;1,2;-0,5;0,5;18,4;-15,2;-20,8;35,2;-0,0188;0,0292;0,51
1021;-0,5;1,2;-1,2;0,9;21,2;-12,4;-20,8;35,2;-0,0162;0,0292;0,5105
1022;0,2;0,9;-0,1;0,5;21,2;-12,4;-15,2;35,2;-0,0213;0,0342;0,511
1023;0,2;0,9;-0,5;0,5;21,2;-6,8;-20,8;35,2;-0,0188;0,0317;0,5115
1024;-0,1;1,2;0,2;0,5;24;-9,6;-20,8;35,2;-0,0188;0,0317;0,512
1025;0,2;0,9;-0,1;0,2;21,2;-15,2;-20,8;35,2;-0,0137;0,0342;0,5125
1026;-0,1;1,2;-0,1;0,9;24;-9,6;-20,8;35,2;-0,0188;0,0317;0,513
1027;-0,5;1,2;-0,1;0,5;21,2;-9,6;-18;35,2;-0,0162;0,0342;0,5135
1028;-0,1;0,9;-0,1;2,2;21,2;-6,8;-20,8;35,2;-0,0162;0,0367;0,514
1029;0,2;0,5;-0,1;0,5;21,2;-9,6;-20,8;38;-0,0188;0,0342;0,5145
1030;-0,1;0,9;-0,5;0,9;21,2;-6,8;-23,6;40,8;-0,0188;0,0342;0,515
1031;0,2;0,9;-0,1;0,5;24;-9,6;-18;38;-0,0162;0,0342;0,5155
1032;0,2;0,9;-0,5;0,2;24;-6,8;-20,8;38;-0,0213;0,0342;0,516
1033;-0,1;0,9;-0,1;0,5;24;-9,6;-18;38;-0,0162;0,0342;0,5165
1034;-0,1;0,9;-0,1;0,9;26,8;-12,4;-20,8;38;-0,0188;0,0342;0,517
1035;-0,1;0,5;-0,1;0,5;24;-9,6;-20,8;38;-0,0162;0,0367;0,5175
1036;-0,1;0,9;-0,5;0,5;26,8;-6,8;-20,8;38;-0,0162;0,0342;0,518
1037;-0,1;0,5;-0,1;0,2;26,8;-6,8;-18;40,8;-0,0188;0,0342;0,5185
1038;-0,1;0,9;-0,1;0,5;24;-6,8;-18;40,8;-0,0213;0,0367;0,519
1039;0,2;0,9;-0,1;0,5;24;-9,6;-18;40,8;-0,0162;0,0367;0,5195
1040;-0,1;0,9;0,2;0,9;24;-6,8;-18;40,8;-0,0188;0,0367;0,52
1041;0,2;0,9;-0,1;0,9;24;-4;-18;38;-0,0162;0,0367;0,5205
1042;0,2;0,9;-0,5;0,2;26,8;-6,8;-18;38;-0,0162;0,0367;0,521
1043;-0,1;1,2;-0,5;0,9;24;-4;-15,2;40,8;-0,0162;0,0367;0,5215
1044;-0,1;0,9;0,2;0,5;24;-9,6;-20,8;40,8;-0,0188;0,0393;0,522
1045;-0,1;1,2;0,2;0,5;26,8;-6,8;-20,8;40,8;-0,0137;0,0393;0,5225
1046;0,2;0,9;0,2;0,9;32,4;-6,8;-18;40,8;-0,0188;0,0367;0,523
1047;0,2;0,9;-0,1;0,5;26,8;-9,6;-20,8;40,8;-0,0162;0,0393;0,5235
1048;-0,1;0,9;0,2;0,5;26,8;-6,8;-20,8;40,8;-0,0162;0,0342;0,524
1049;-0,1;0,9;-0,5;1,2;26,8;-6,8;-18;46,4;-0,0188;0,0367;0,5245
1050;0,2;1,2;-0,5;0,5;26,8;-6,8;-18;38;-0,0162;0,0393;0,525
1051;-0,1;1,2;-0,8;0,5;26,8;-6,8;-20,8;46,4;-0,0162;0,0393;0,5255
1052;-0,1;0,9;-0,1;0,5;24;-4;-18;46,4;-0,0188;0,0367;0,526
1053;-0,1;0,5;-0,1;0,9;26,8;-6,8;-20,8;43,6;-0,0188;0,0418;0,5265
1054;-0,5;0,9;0,2;0,9;26,8;-6,8;-18;43,6;-0,0162;0,0393;0,527
1055;-0,5;0,5;-0,5;0,5;29,6;-4;-20,8;43,6;-0,0162;0,0367;0,5275
1056;-0,1;1,2;-0,1;0,5;26,8;-6,8;-23,6;43,6;-0,0137;0,0418;0,528
1057;-0,1;0,5;0,2;0,5;26,8;-6,8;-18;40,8;-0,0188;0,0468;0,5285
1058;-0,1;0,9;0,2;0,9;29,6;-6,8;-18;43,6;-0,0162;0,0393;0,529
1059;-0,5;1,2;-0,5;0,5;29,6;-6,8;-18;43,6;-0,0162;0,0418;0,5295
1060;-0,1;0,5;-0,1;0,5;26,8;-4;-20,8;46,4;-0,0188;0,0418;0,53
1061;-0,5;0,5;-0,1;0,5;29,6;-6,8;-18;43,6;-0,0162;0,0393;0,5305
1062;-0,5;1,2;-0,1;0,9;26,8;-6,8;-20,8;46,4;-0,0213;0,0393;0,531
1063;0,2;0,5;0,2;0,9;26,8;-4;-20,8;46,4;-0,0162;0,0418;0,5315
1064;-0,8;0,5;-0,1;0,5;26,8;-6,8;-20,8;46,4;-0,0162;0,0393;0,532
1065;-0,1;0,5;0,2;0,9;29,6;-6,8;-18;43,6;-0,0188;0,0418;0,5325
1066;-0,1;0,9;0,2;0,5;26,8;-4;-15,2;46,4;-0,0188;0,0418;0,533
1067;-0,1;0,5;-0,1;0,9;26,8;-12,4;-15,2;46,4;-0,0162;0,0418;0,5335
1068;-0,5;0,5;-0,5;0,9;26,8;-6,8;-20,8;46,4;-0,0188;0,0418;0,534
1069;-0,1;0,5;-0,1;0,9;29,6;-6,8;-18;46,4;-0,0162;0,0393;0,5345
1070;-0,5;0,5;-0,1;0,9;29,6;-6,8;-20,8;46,4;-0,0162;0,0418;0,535
1071;-0,5;0,5;-0,1;0,9;26,8;-6,8;-20,8;46,4;-0,0162;0,0443;0,5355
1072;-0,5;0,5;-0,1;0,5;29,6;-4;-20,8;46,4;-0,0162;0,0418;0,536
1073;-0,8;0,5;-0,1;0,9;29,6;-4;-18;46,4;-0,0162;0,0418;0,5365
1074;-0,5;0,5;0,2;0,9;32,4;-4;-18;46,4;-0,0162;0,0418;0,537
1075;-0,1;0,5;-0,1;0,5;29,6;-1,2;-18;49,2;-0,0162;0,0443;0,5375
1076;-0,5;0,9;-0,1;0,5;29,6;-4;-18;46,4;-0,0162;0,0418;0,538
1077;-0,5;0,5;-0,1;0,5;29,6;-6,8;-20,8;46,4;-0,0162;0,0418;0,5385
1078;-0,5;0,5;-0,1;0,9;29,6;-1,2;-20,8;49,2;-0,0188;0,0418;0,539
1079;-0,5;0,5;-0,1;0,9;29,6;-1,2;-20,8;46,4;-0,0162;0,0443;0,5395
1080;-0,5;0,2;0,2;0,9;35,2;-4;-20,8;46,4;-0,0162;0,0393;0,54
1081;-0,5;0,5;-0,1;0,9;32,4;-4;-15,2;46,4;-0,0188;0,0418;0,5405
1082;-0,5;0,2;0,2;0,5;32,4;-4;-18;49,2;-0,0162;0,0443;0,541
1083;-0,5;0,5;-0,1;0,9;29,6;-4;-20,8;46,4;-0,0162;0,0443;0,5415
1084;-0,5;0,9;-0,1;0,9;32,4;-4;-18;49,2;-0,0162;0,0443;0,542
1085;-0,5;0,5;-0,5;1,2;32,4;-4;-20,8;46,4;-0,0162;0,0418;0,5425
1086;-0,5;0,5;-0,1;0,9;29,6;-4;-18;49,2;-0,0162;0,0418;0,543
1087;-0,5;0,5;0,2;1,2;32,4;-6,8;-18;49,2;-0,0188;0,0443;0,5435
1088;-0,5;0,9;0,2;0,9;32,4;-4;-18;43,6;-0,0188;0,0443;0,544
1089;-0,1;0,2;0,2;0,2;29,6;-1,2;-18;46,4;-0,0087;0,0443;0,5445
1090;-0,5;0,2;0,2;0,5;35,2;-4;-18;49,2;-0,0188;0,0393;0,545
1091;-0,5;0,5;0,2;0,5;32,4;-4;-20,8;43,6;-0,0162;0,0443;0,5455
1092;-0,5;0,5;0,2;0,9;29,6;-4;-18;46,4;-0,0137;0,0443;0,546
1093;-0,5;0,5;-0,1;0,5;35,2;-4;-18;49,2;-0,0188;0,0443;0,5465
1094;-0,8;0,2;0,2;0,9;35,2;-4;-18;49,2;-0,0162;0,0443;0,547
1095;-0,5;-0,1;-0,1;0,9;32,4;-1,2;-18;49,2;-0,0188;0,0418;0,5475
1096;-0,8;0,2;-0,1;1,2;35,2;-4;-18;49,2;-0,0238;0,0443;0,548
1097;-0,5;0,2;-0,1;0,9;35,2;-1,2;-18;49,2;-0,0188;0,0418;0,5485
1098;-0,5;0,5;0,2;0,9;32,4;-1,2;-23,6;46,4;-0,0162;0,0418;0,549
1099;-0,1;0,2;-0,1;0,2;32,4;-4;-20,8;46,4;-0,0162;0,0443;0,5495
1100;-0,5;0,2;0,2;1,2;35,2;-1,2;-20,8;46,4;-0,0137;0,0418;0,55
1101;-0,5;0,5;0,2;0,5;32,4;-4;-18;46,4;-0,0162;0,0443;0,5505
1102;-0,8;0,2;-0,1;0,9;35,2;-4;-20,8;49,2;-0,0137;0,0519;0,551
1103;-0,8;0,2;1,2;0,9;35,2;-4;-18;49,2;-0,0162;0,0443;0,5515
1104;-0,5;-0,1;0,2;0,9;32,4;-4;-20,8;49,2;-0,0137;0,0443;0,552
1105;-0,8;0,2;-0,1;0,5;35,2;-1,2;-18;49,2;-0,0213;0,0443;0,5525
1106;-0,8;0,2;0,2;0,9;32,4;-4;-18;49,2;-0,0188;0,0418;0,553
1107;-0,5;0,2;0,2;0,9;35,2;4,4;-18;49,2;-0,0213;0,0418;0,5535
1108;-0,8;-0,1;-0,1;1,2;32,4;-1,2;-18;49,2;-0,0188;0,0443;0,554
1109;-0,5;0,9;-0,1;0,9;35,2;-4;-20,8;49,2;-0,0162;0,0443;0,5545
1110;-1,2;0,2;-0,1;0,9;35,2;-1,2;-20,8;52;-0,0188;0,0443;0,555
1111;-0,5;0,2;-0,1;0,9;32,4;-4;-18;46,4;-0,0162;0,0418;0,5555
1112;-0,8;0,2;0,2;0,9;35,2;-4;-18;49,2;-0,0137;0,0418;0,556
1113;-0,5;-0,1;-0,1;0,9;35,2;-1,2;-18;49,2;-0,0188;0,0418;0,5565
1114;-0,5;0,2;0,2;1,2;35,2;7,2;-18;49,2;-0,0188;0,0443;0,557
1115;0,2;0,5;0,2;1,2;32,4;-4;-18;46,4;-0,0162;0,0418;0,5575
1116;-0,5;0,2;0,2;1,2;32,4;-1,2;-18;49,2;-0,0162;0,0418;0,558
1117;-0,8;0,2;0,2;0,9;35,2;-1,2;-18;49,2;-0,0162;0,0443;0,5585
1118;-0,8;0,2;0,2;0,5;29,6;-4;-18;49,2;-0,0162;0,0443;0,559
1119;-0,5;-0,1;-0,1;0,5;32,4;-6,8;-20,8;49,2;-0,0188;0,0443;0,5595
1120;-0,8;-0,1;0,2;1,2;32,4;-4;-20,8;49,2;-0,0188;0,0443;0,56
1121;-0,5;0,2;-0,1;0,5;32,4;-1,2;-29,2;46,4;-0,0162;0,0443;0,5605
1122;-0,5;-0,1;0,2;1,9;35,2;-4;-20,8;49,2;-0,0162;0,0418;0,561
1123;-0,8;-0,1;-0,1;1,2;35,2;-1,2;-20,8;46,4;-0,0238;0,0418;0,5615
1124;-0,5;-0,1;-0,1;1,2;32,4;-4;-20,8;46,4;-0,0188;0,0418;0,562
1125;-0,5;-0,1;0,2;1,2;35,2;-4;-20,8;46,4;-0,0188;0,0443;0,5625
1126;-0,5;0,9;-0,1;0,9;29,6;-1,2;-20,8;46,4;-0,0162;0,0418;0,563
1127;-0,5;-0,1;-0,1;0,9;32,4;-4;-18;46,4;-0,0263;0,0418;0,5635
1128;-0,8;0,2;-0,1;0,9;35,2;-4;-20,8;46,4;-0,0188;0,0443;0,564
1129;-0,5;-0,1;-0,1;0,5;32,4;-4;-20,8;46,4;-0,0213;0,0418;0,5645
1130;-0,8;-0,5;0,2;0,9;35,2;-4;-20,8;46,4;-0,0162;0,0443;0,565
1131;-0,8;-0,1;-0,1;1,5;35,2;-6,8;-18;46,4;-0,0188;0,0418;0,5655
1132;-1,2;-0,5;0,2;1,2;32,4;-1,2;-18;46,4;-0,0162;0,0393;0,566
1133;-0,8;-0,1;-0,5;1,2;35,2;-6,8;-20,8;46,4;-0,0188;0,0418;0,5665
1134;-1,2;0,2;-0,1;1,2;32,4;-4;-20,8;46,4;-0,0162;0,0418;0,567
1135;-1,2;-0,5;0,2;0,9;29,6;-1,2;-20,8;43,6;-0,0188;0,0418;0,5675
1136;-1,2;0,2;0,2;1,2;35,2;-6,8;-18;43,6;-0,0213;0,0418;0,568
1137;-1,2;-0,1;-1,8;0,9;32,4;-4;-20,8;43,6;-0,0188;0,0393;0,5685
1138;-1,2;-0,5;-2,2;0,9;32,4;-4;-20,8;46,4;-0,0188;0,0418;0,569
1139;-0,8;0,2;0,5;1,2;21,2;-4;-20,8;43,6;-0,0188;0,0418;0,5695
1140;-1,2;0,2;0,5;0,9;29,6;-4;-18;43,6;-0,0188;0,0393;0,57
1141;0,2;-0,1;0,2;0,9;32,4;-4;-18;43,6;-0,0188;0,0418;0,5705
1142;-1,2;-0,1;-0,1;0,9;29,6;-4;-18;43,6;-0,0188;0,0418;0,571
1143;-1,2;-0,5;-0,1;1,2;32,4;-4;-23,6;40,8;-0,0188;0,0393;0,5715
1144;-1,2;-0,5;0,2;1,2;29,6;-4;-20,8;43,6;-0,0188;0,0393;0,572
1145;-0,8;-0,1;-0,1;1,2;29,6;-4;-23,6;43,6;-0,0188;0,0393;0,5725
1146;-1,2;-0,5;-0,1;0,9;35,2;-4;-23,6;43,6;-0,0213;0,0367;0,573
1147;-0,8;-0,1;-0,1;1,2;29,6;-4;-26,4;40,8;-0,0213;0,0367;0,5735
1148;-1,2;-0,5;0,2;1,2;29,6;-6,8;-23,6;43,6;-0,0188;0,0367;0,574
1149;-1,2;-0,5;-0,1;1,9;29,6;-6,8;-20,8;43,6;-0,0162;0,0393;0,5745
1150;-1,2;-0,5;0,2;0,9;29,6;-12,4;-20,8;43,6;-0,0213;0,0393;0,575
1151;-1,2;-0,1;-0,1;0,9;32,4;-6,8;-20,8;40,8;-0,0188;0,0393;0,5755
1152;-1,2;-0,5;0,2;1,9;26,8;-6,8;-20,8;40,8;-0,0188;0,0393;0,576
1153;-1,5;-0,1;-0,1;0,5;29,6;-6,8;-23,6;49,2;-0,0188;0,0367;0,5765
1154;-1,5;-0,5;-0,1;1,2;29,6;-6,8;-23,6;40,8;-0,0238;0,0393;0,577
1155;-1,5;-0,5;-0,1;0,9;26,8;-6,8;-20,8;40,8;-0,0188;0,0418;0,5775
1156;-1,5;-0,5;0,2;0,9;29,6;-6,8;-23,6;38;-0,0213;0,0367;0,578
1157;-1,2;-0,1;-0,1;0,9;29,6;-6,8;-20,8;40,8;-0,0213;0,0342;0,5785
1158;-1,2;-0,5;0,2;1,5;26,8;-6,8;-18;40,8;-0,0188;0,0367;0,579
1159;-1,2;-0,8;-0,1;1,2;26,8;-4;-20,8;40,8;-0,0213;0,0367;0,5795
1160;-1,2;-0,1;-0,1;0,9;24;-6,8;-20,8;40,8;-0,0188;0,0342;0,58
1161;-1,8;-0,5;0,5;0,9;29,6;-6,8;-23,6;38;-0,0213;0,0342;0,5805
1162;-1,8;-0,5;0,2;0,9;26,8;-6,8;-20,8;40,8;-0,0213;0,0342;0,581
1163;-4,2;-0,5;0,2;1,2;29,6;-9,6;-23,6;40,8;-0,0188;0,0342;0,5815
1164;-0,5;-0,5;-0,1;1,2;26,8;-9,6;-18;38;-0,0213;0,0367;0,582
1165;-1,2;-0,1;0,5;1,2;26,8;-9,6;-23,6;40,8;-0,0188;0,0317;0,5825
1166;-1,5;-0,5;0,2;1,2;26,8;-9,6;-20,8;38;-0,0213;0,0342;0,583
1167;-1,8;-0,5;-0,5;1,2;26,8;-9,6;-23,6;38;-0,0213;0,0292;0,5835
1168;-1,2;-0,8;-0,1;1,2;26,8;-1,2;-23,6;35,2;-0,0188;0,0317;0,584
1169;-1,8;-0,8;0,2;1,5;29,6;-12,4;-23,6;40,8;-0,0213;0,0342;0,5845
1170;-1,5;-0,8;-0,1;1,5;26,8;-9,6;-26,4;38;-0,0188;0,0317;0,585
1171;-1,8;-0,8;-0,1;1,2;24;-9,6;-18;38;-0,0188;0,0342;0,5855
1172;-1,8;-0,8;0,2;1,2;24;-6,8;-23,6;35,2;-0,0137;0,0317;0,586
1173;-1,8;-0,5;0,2;0,9;24;-9,6;-23,6;35,2;-0,0213;0,0317;0,5865
1174;-1,5;-1,2;-0,1;0,5;24;-9,6;-23,6;35,2;-0,0188;0,0317;0,587
1175;-1,8;-1,2;-0,8;1,2;26,8;-6,8;-23,6;32,4;-0,0213;0,0292;0,5875
1176;-1,8;-0,8;0,2;1,2;24;-9,6;-20,8;32,4;-0,0188;0,0367;0,588
1177;-1,8;-1,2;-0,1;1,2;26,8;-12,4;-23,6;38;-0,0213;0,0266;0,5885
1178;-1,8;-1,2;-0,1;1,2;24;-9,6;-23,6;32,4;-0,0213;0,0317;0,589
1179;-1,8;-0,8;-0,1;0,9;24;-9,6;-20,8;35,2;-0,0213;0,0266;0,5895
1180;-1,8;-1,2;0,2;1,5;29,6;-12,4;-20,8;32,4;-0,0238;0,0292;0,59
1181;-2,2;-1,5;-0,5;1,2;21,2;-9,6;-23,6;29,6;-0,0213;0,0266;0,5905
1182;-1,8;-1,2;0,2;1,2;26,8;-12,4;-23,6;29,6;-0,0213;0,0317;0,591
1183;-2,2;-1,2;-0,1;1,2;21,2;-12,4;-23,6;29,6;-0,0213;0,0266;0,5915
1184;-2,2;-1,2;-0,1;1,2;18,4;-15,2;-26,4;29,6;-0,0213;0,0266;0,592
1185;-2,2;-1,5;0,2;1,5;15,6;-12,4;-23,6;29,6;-0,0213;0,0342;0,5925
1186;-2,2;-1,5;-0,1;1,2;21,2;-9,6;-23,6;26,8;-0,0188;0,0292;0,593
1187;-2,2;-1,8;0,2;1,2;21,2;-15,2;-20,8;29,6;-0,0213;0,0241;0,5935
1188;-1,8;-1,5;-0,1;1,2;21,2;-15,2;-26,4;29,6;-0,0213;0,0241;0,594
1189;-2,2;-1,8;0,2;1,9;24;-12,4;-26,4;35,2;-0,0213;0,0292;0,5945
1190;-2,5;-2,2;-0,1;1,2;24;-15,2;-23,6;26,8;-0,0213;0,0266;0,595
1191;-2,2;-0,8;-0,1;1,2;21,2;-15,2;-23,6;29,6;-0,0213;0,0241;0,5955
